,CI_NAME,EQUIPTYPE
6115,STEN01,BTS
6116,STEN02,BTS
6117,STES01,BTS
6118,STGN01,BTS
6119,STGN02,BTS
6120,STIZ01,BTS
6121,STIZ02,BTS
6122,STIZ05,BTS
6123,STJM01,BTS
6124,STJM04,BTS
6125,STJM05,BTS
6126,STLN01,BTS
6127,STMA01,BTS
6128,STMA02,BTS
6129,STMC01,BTS
6130,STMC02,BTS
6131,STMC03,BTS
6132,STNA01,BTS
6133,STNA02,BTS
6134,STNA03,BTS
6135,STNA04,BTS
6136,STNA07,BTS
6137,STNC01,BTS
6138,STNS01,BTS
6139,STNS02,BTS
6140,STNS03,BTS
6141,STNS06,BTS
6142,STNS07,BTS
6143,STPP01,BTS
6144,TUOF01,BTS
6145,TURS01,BTS
6146,TURV01,BTS
6147,TUSC01,BTS
6148,TUSC02,BTS
6149,TUTG01,BTS
6150,TVCE01,BTS
6151,TWCE01,BTS
6152,JFMC67,BTS
6153,JFML71,BTS
6154,JFNC08,BTS
6155,JFNE80,BTS
6156,JFNH64,BTS
6218,JFNS05,BTS
6219,JFPG41,BTS
6220,JFSC61,BTS
6221,JFSI73,BTS
6222,JFSM02,BTS
6223,JFSS84,BTS
6224,JFUP85,BTS
6225,JGIT01,BTS
6226,JGIT02,BTS
6227,JHCT01,BTS
6228,JIFS01,BTS
6229,JMBH29,BTS
6230,JMBH30,BTS
6231,JMBH45,BTS
6232,JMBH77,BTS
6233,JMMA02,BTS
6234,JOCE01,BTS
6235,JPAR01,BTS
6236,JPES01,BTS
6237,JPMC11,BTS
6238,JQCT01,BTS
6239,JQIT01,BTS
6240,JQIT02,BTS
6241,JQIT03,BTS
6242,SQSQ02,BTS
6243,SQUM01,BTS
6244,SRGS01,BTS
6245,SRMA01,BTS
6246,SRSR00,BTS
6247,SRSR01,BTS
6248,SSLR01,BTS
6249,SSOB01,BTS
6250,SSPS01,BTS
6251,SSPS02,BTS
6252,PMSP01,BTS
6253,PNBH05,BTS
6254,PNBH85,BTS
6255,PNBH86,BTS
6256,PNNG01,BTS
6257,TWCE02,BTS
6258,TZCE01,BTS
6259,UBHO02,BTS
6260,UBHO51,BTS
6261,UBOB01,BTS
6262,UFOB01,BTS
6263,UIMO01,BTS
6264,UMCE01,BTS
6265,UMIV51,BTS
6266,UMJP01,BTS
6267,UMLO01,BTS
6268,UMMG51,BTS
6269,UMPB01,BTS
6270,UMPN51,BTS
6271,UMPR51,BTS
6272,UMRN01,BTS
6273,URCO01,BTS
6274,URKI01,BTS
6275,UUAI01,BTS
6276,UUCE01,BTS
6277,UVBP01,BTS
6278,UVBR01,BTS
6279,UVCE01,BTS
6280,UVJO01,BTS
6281,VACE01,BTS
6282,VAIR01,BTS
6284,VAIR02,BTS
6285,VAIR03,BTS
6286,VAIR04,BTS
6287,VALA01,BTS
6288,VALA02,BTS
6289,VALA03,BTS
6290,VALA04,BTS
6291,VALA05,BTS
6292,VALE01,BTS
6293,VALE02,BTS
6294,VAOR01,BTS
6295,VAOR02,BTS
6296,VAOR03,BTS
6297,VAOR04,BTS
6298,VAOR05,BTS
6299,JQIT04,BTS
6300,JQIT05,BTS
6301,JQIT06,BTS
6302,JRFS01,BTS
6303,JRGG01,BTS
6304,JRMC06,BTS
6305,JRMC53,BTS
6306,JRVG95,BTS
6307,JSVC01,BTS
6335,JTAN00,BTS
6336,JTCE01,BTS
6337,JTCS03,BTS
6338,JTIG02,BTS
6339,JTIG03,BTS
6340,JTIG04,BTS
6402,JTIG05,BTS
6403,JTIG11,BTS
6404,JTRB01,BTS
6405,JTRB02,BTS
6406,JTRB03,BTS
6407,JTVL02,BTS
6408,JUBA02,BTS
6409,JUBR01,BTS
6410,JUCE02,BTS
6411,JUDF04,BTS
6412,JUPI03,BTS
6413,KCFC01,BTS
6414,VAOR06,BTS
6415,VAOR07,BTS
6416,TRIR01,BTS
6417,VEZR02,BTS
6418,VGCE01,BTS
6419,VGMO01,BTS
6420,VIAN01,BTS
6421,VIAN03,BTS
6422,VIAN04,BTS
6423,VIAN05,BTS
6424,VIAN06,BTS
6425,VIAN07,BTS
6426,KJCN01,BTS
6427,IYCE01,BTS
6428,SZJM01,BTS
6429,SZJR02,BTS
6430,SZJS01,BTS
6431,SZNS06,BTS
6432,SZPF03,BTS
6433,SXBH28,BTS
6434,SXBH68,BTS
6435,SLVC01,BTS
6436,SLVG98,BTS
6437,SLVI01,BTS
6438,SMDV20,BTS
6439,SMFS01,BTS
6440,SNAH01,BTS
6441,SNAH02,BTS
6442,SNAH03,BTS
6443,SNAH04,BTS
6444,SNAS01,BTS
6445,SNBH26,BTS
6446,SNEN01,BTS
6447,ANAN43,BTS
6448,ANAN44,BTS
6449,ANAN45,BTS
6450,ANAN47,BTS
6451,ANAN49,BTS
6452,ANAN50,BTS
6453,ANAN51,BTS
6454,ANCS01,BTS
6455,ANCT01,BTS
6456,ANGL00,BTS
6457,ANRD01,BTS
6458,SPBT06,BTS
6459,SPGR03,BTS
6460,SPGR04,BTS
6461,SPGR06,BTS
6462,SPGR07,BTS
6463,SPGR08,BTS
6464,SPGR10,BTS
6465,SPIA01,BTS
6466,SPIA02,BTS
6467,APIA01,BTS
6468,APMO04,BTS
6469,APOB01,BTS
6470,APSB03,BTS
6471,APSC01,BTS
6472,APSC02,BTS
6473,APSC06,BTS
6474,APSC07,BTS
6486,APSC09,BTS
6487,APSP05,BTS
6488,APSS04,BTS
6489,APUB02,BTS
6490,APUB03,BTS
6491,APUB14,BTS
6492,APUC01,BTS
6493,APUC07,BTS
6494,APUC09,BTS
6495,APUC10,BTS
6496,APUC11,BTS
6497,APUC12,BTS
6498,APUC13,BTS
6499,SPIA03,BTS
6500,SPIA04,BTS
6501,SPIA05,BTS
6502,SPIA06,BTS
6503,SPIA08,BTS
6504,SPIA09,BTS
6505,SPIA10,BTS
6506,SPIA13,BTS
6507,SPIA14,BTS
6508,SPIB01,BTS
6509,SPIB02,BTS
6510,SPIB03,BTS
6511,SPIB04,BTS
6512,SPIB05,BTS
6513,ANZT01,BTS
6514,AOAO00,BTS
6515,AOAO01,BTS
6516,AOAO02,BTS
6517,AOAO03,BTS
6518,AOCT01,BTS
6519,AOJA02,BTS
6520,AOMM02,BTS
6522,AORD01,BTS
6528,AORD02,BTS
6529,AOSM01,BTS
6530,AQCE01,BTS
6531,AQCV01,BTS
6532,AQIT01,BTS
6533,AQSN01,BTS
6534,ARBR01,BTS
6535,ARBT01,BTS
6536,ARBZ01,BTS
6537,ARBZ02,BTS
6538,ARBZ03,BTS
6539,ARBZ04,BTS
6540,ARBZ05,BTS
6541,ARBZ06,BTS
6542,ARBZ07,BTS
6543,ARBZ08,BTS
6544,ARBZ09,BTS
6545,ARCB01,BTS
6546,ARCB02,BTS
6547,ARCT01,BTS
6548,ARCZ01,BTS
6549,ARCZ02,BTS
6550,ARCZ03,BTS
6551,ARCZ04,BTS
6552,ARCZ05,BTS
6553,ARCZ06,BTS
6554,ARCZ10,BTS
6555,ARCZ12,BTS
6556,ARCZ14,BTS
6557,AREL01,BTS
6558,ARGN01,BTS
6559,ARJC01,BTS
6560,CHNR04,BTS
6561,CHNR05,BTS
6562,CHNR06,BTS
6563,CHUI01,BTS
6564,CIAM01,BTS
6565,CIAN01,BTS
6566,CIAS01,BTS
6567,CIBR01,BTS
6568,CICE01,BTS
6569,CICN01,BTS
6570,CIMA01,BTS
6571,CIMO01,BTS
6572,CISA01,BTS
6573,CITA01,BTS
6574,CITA02,BTS
6575,CITA03,BTS
6576,CITA04,BTS
6577,CITA05,BTS
6578,CITA06,BTS
6579,CITA07,BTS
6580,CITA08,BTS
6581,CITA09,BTS
6582,AUYG01,BTS
6583,AVBH60,BTS
6584,AVNG01,BTS
6585,AXCB01,BTS
6586,AXUR16,BTS
6587,AXUR17,BTS
6588,GOAG01,BTS
6589,GOJZ01,BTS
6590,BBPF00,BTS
6591,NMVG22,BTS
6592,NNCT01,BTS
6593,NOOG02,BTS
6594,NPAR01,BTS
6595,NPUR32,BTS
6596,NQAG01,BTS
6597,NQAG03,BTS
6598,NQAG05,BTS
6599,NQCE01,BTS
6600,NQGV14,BTS
6601,NRFS01,BTS
6602,NRSG01,BTS
6603,NRVG93,BTS
6604,NSAR01,BTS
6605,NSAR02,BTS
6606,NSAR03,BTS
6607,NSBV01,BTS
6608,NSCE01,BTS
6609,NSCE02,BTS
6610,NSDV19,BTS
6611,NSDV20,BTS
6612,NSDV74,BTS
6613,NUNI01,BTS
6614,NVCN01,BTS
6615,NVIT01,BTS
6616,NVRO01,BTS
6617,NZCT01,BTS
6618,OBBH07,BTS
6619,OBBH79,BTS
6620,OBBH93,BTS
6621,OFVG37,BTS
6622,OHCT01,BTS
6623,OJCN01,BTS
6624,OLDV05,BTS
6625,OLDV26,BTS
6626,OLDV27,BTS
6627,OMCT01,BTS
6628,OOCN01,BTS
6629,OPBH02,BTS
6630,OPBH03,BTS
6631,OPBH54,BTS
6632,OPBH69,BTS
6633,OPBH70,BTS
6634,OSCD01,BTS
6635,OSCT01,BTS
6636,OSJB01,BTS
6637,OSJE01,BTS
6638,OSJE02,BTS
6639,OSJF01,BTS
6640,OSJG01,BTS
6641,OSJH01,BTS
6642,OSJO01,BTS
6643,OSJO02,BTS
6644,OSJP01,BTS
6645,TAGA10,BTS
6646,GARMW02,BTS
6647,GDMMW01,BTS
6648,GDUMW01,BTS
6649,GEUMW01,BTS
6650,GGLMW01,BTS
6651,GGLMW02,BTS
6652,GGLMW03,BTS
6653,GHEMW01,BTS
6655,GNCMW01,BTS
6656,GONG01,BTS
6657,GPOG01,BTS
6658,GPOG02,BTS
6659,GPSG01,BTS
6660,GPSG02,BTS
6661,GQCE01,BTS
6662,GRAG01,BTS
6663,GRAM01,BTS
6664,GRBS01,BTS
6665,GRCB01,BTS
6666,GRCI03,BTS
6667,GRCM01,BTS
6668,GRCM02,BTS
6669,GRCM03,BTS
6670,GRCM04,BTS
6671,GRCM05,BTS
6672,GRCM06,BTS
6673,GRCS01,BTS
6674,GRCT01,BTS
6675,GRIS01,BTS
6676,GRIT01,BTS
6677,GRJA01,BTS
6678,GRJA02,BTS
6679,GRJC01,BTS
6680,GRJD01,BTS
6692,GRJD02,BTS
6693,GRJE01,BTS
6694,GRJI01,BTS
6695,TAGA11,BTS
6696,GRJJ01,BTS
6697,GRJL01,BTS
6698,GRJN01,BTS
6699,GRJS01,BTS
6700,GRJT01,BTS
6701,GRLE01,BTS
6702,GRMA02,BTS
6703,GRML01,BTS
6704,GRPB01,BTS
6705,GRPB02,BTS
6706,GRPB03,BTS
6707,GRPD01,BTS
6708,GRPH01,BTS
6709,GRSA01,BTS
6710,GRSD01,BTS
6711,GRSE01,BTS
6712,GRSE02,BTS
6713,GRSE03,BTS
6714,GRSF01,BTS
6715,GRSM01,BTS
6716,GRSM02,BTS
6717,GRSR01,BTS
6718,GRSR02,BTS
6719,GRTA01,BTS
6720,TAGA12,BTS
6721,OSJT01,BTS
6722,OSPA02,BTS
6723,OSPA04,BTS
6724,OSPD01,BTS
6725,OSRE01,BTS
6726,OSRR01,BTS
6727,OSVI01,BTS
6728,OSVJ01,BTS
6730,OSVJ02,BTS
6731,OSVL01,BTS
6732,OSVM01,BTS
6733,OSVM02,BTS
6734,OSVO01,BTS
6735,OSVQ01,BTS
6736,OSVQ02,BTS
6769,OSVQ03,BTS
6770,OSVR01,BTS
6771,OSVR02,BTS
6772,OSVY01,BTS
6773,OUDG01,BTS
6774,OZNG01,BTS
6775,PACH01,BTS
6776,CCVC01,BTS
6777,CCVG26,BTS
6778,CCZG01,BTS
6811,CDBH61,BTS
6812,CDCT01,BTS
6813,TAGA13,BTS
6814,CDDV14,BTS
6815,CDDV33,BTS
6816,CDDV70,BTS
6817,CDFS01,BTS
6818,CDOL01,BTS
6819,CDOL02,BTS
6820,CDSA01,BTS
6821,CDSA02,BTS
6822,CDSA03,BTS
6823,CDSA04,BTS
6824,CDSA06,BTS
6825,CDSA07,BTS
6826,CDSA09,BTS
6827,CDSA11,BTS
6828,CDVC01,BTS
6829,CDVG46,BTS
6830,CDVG47,BTS
6831,CECC01,BTS
6832,CECN01,BTS
6833,CEEG01,BTS
6834,CEFS01,BTS
6835,CEVG16,BTS
6836,CFAR04,BTS
6837,CFCE01,BTS
6838,CFFS01,BTS
6839,CFIN01,BTS
6840,TAGA14,BTS
6841,MCPA01,BTS
6842,MCPA02,BTS
6843,MCPA03,BTS
6844,MCPA04,BTS
6845,MCPA05,BTS
6846,MCPA06,BTS
6847,MCPA07,BTS
6848,MCMN05,BTS
6849,MCPA08,BTS
6850,MCPA09,BTS
6851,LSAR02,BTS
6852,LSBV04,BTS
6853,LSCE01,BTS
6854,LSCF03,BTS
6855,LSCT01,BTS
6856,LSRB01,BTS
6857,LSRB02,BTS
6858,LTIT01,BTS
6859,LUCT01,BTS
6860,GRVA01,BTS
6861,GRVA02,BTS
6862,GRVB01,BTS
6863,GRVB02,BTS
6864,GRVC01,BTS
6865,TAGA15,BTS
6866,MCPA10,BTS
6867,MCPA11,BTS
6868,MCPA12,BTS
6869,MCPA14,BTS
6870,MCPA15,BTS
6871,MCPA16,BTS
6872,MCPA17,BTS
6873,MCPA18,BTS
6874,MCPA19,BTS
6875,MCPA20,BTS
6876,MCPA21,BTS
6877,MCPA22,BTS
6878,MCPA23,BTS
6879,MCPA24,BTS
6880,MCPA26,BTS
6881,MCPA27,BTS
6882,MCPA28,BTS
6883,BDCE01,BTS
6884,BJIT01,BTS
6885,BJIT02,BTS
6886,BJNO01,BTS
6888,BJOB01,BTS
6889,JGPZ00,BTS
6890,JGPZ01,BTS
6891,JGPZ02,BTS
6892,JGPZ03,BTS
6893,JGPZ06,BTS
6894,JGSO00,BTS
6895,JHCT02,BTS
6896,JHJH02,BTS
6897,JIAM01,BTS
6898,JIAM02,BTS
6899,JIJI00,BTS
6900,JIMS01,BTS
6901,JIPO01,BTS
6902,BLAD01,BTS
6903,BLAG01,BTS
6904,BLBF01,BTS
6905,BLBV01,BTS
6906,BLBV02,BTS
6907,BLBV03,BTS
6908,BLCE01,BTS
6909,BLCR01,BTS
6910,BLES01,BTS
6911,BLFF01,BTS
6912,BLFT01,BTS
6913,BLGC01,BTS
6914,BLGC02,BTS
6915,BLGR01,BTS
6916,BLHR01,BTS
6990,BLIC01,BTS
6991,BLIN01,BTS
6992,BLIN02,BTS
6993,BLIR01,BTS
6994,BLIS01,BTS
6995,BLIZ01,BTS
6997,BLJV01,BTS
6998,BLKA01,BTS
6999,BLMP01,BTS
7000,BLMR01,BTS
7001,BLOB01,BTS
7002,BLPE01,BTS
7003,BLPG01,BTS
7004,BLPM01,BTS
7005,BLPR01,BTS
7006,BLSE01,BTS
7007,BLSN01,BTS
7008,TAGA16,BTS
7009,ANAN26,BTS
7010,ANAN27,BTS
7011,ANAN28,BTS
7012,ANAN29,BTS
7013,ANAN30,BTS
7014,ANAN31,BTS
7015,ANAN32,BTS
7016,ANAN33,BTS
7017,ANAN34,BTS
7018,ANAN35,BTS
7019,ANAN36,BTS
7020,ANAN37,BTS
7021,ANAN38,BTS
7022,ANAN39,BTS
7023,ANAN42,BTS
7024,BLMO14,BTS
7025,BLMO15,BTS
7026,BLMO16,BTS
7027,BLMO17,BTS
7028,BLMO18,BTS
7029,BLMO19,BTS
7030,BLMO20,BTS
7031,BLMO21,BTS
7032,BLMO23,BTS
7033,BLMO25,BTS
7034,BLMO29,BTS
7035,BLMO30,BTS
7036,BLMS01,BTS
7037,BLMS02,BTS
7038,BLMS03,BTS
7039,BLMS04,BTS
7040,BLMS05,BTS
7041,BLMS07,BTS
7042,BLMS08,BTS
7043,NITE57,BTS
7044,NITE58,BTS
7045,NITE59,BTS
7046,NITE60,BTS
7047,NITE61,BTS
7048,SNFS01,BTS
7049,SNFZ01,BTS
7050,SNFZ02,BTS
7051,SNMP01,BTS
7052,SNSH01,BTS
7053,SNSL01,BTS
7054,SNTM01,BTS
7055,SNVG94,BTS
7056,SOBD01,BTS
7057,SOBD02,BTS
7058,SOBD03,BTS
7059,SOBD04,BTS
7060,SOBD05,BTS
7061,SOBD06,BTS
7062,SOBD07,BTS
7063,SOBD08,BTS
7064,SOBD09,BTS
7065,SOBD10,BTS
7066,SOBD11,BTS
7067,SODV66,BTS
7068,SODV68,BTS
7069,SOJZ01,BTS
7070,SOPI01,BTS
7071,SOVG15,BTS
7072,SOVG83,BTS
7073,IADB01,BTS
7074,IADB02,BTS
7075,IAFZ02,BTS
7076,IAFZ51,BTS
7077,IAIP01,BTS
7078,IAIT01,BTS
7079,IAIV01,BTS
7080,IAME01,BTS
7081,IAPB01,BTS
7082,IAPO01,BTS
7083,IARO01,BTS
7084,IASR01,BTS
7085,IASV01,BTS
7086,IAXV01,BTS
7087,IBAR01,BTS
7088,IBAT01,BTS
7089,IBCE01,BTS
7090,IBDR01,BTS
7091,IBDR03,BTS
7092,IBIC01,BTS
7093,IBIR01,BTS
7094,IBIR03,BTS
7095,IBMA01,BTS
7096,IBMO01,BTS
7097,IBOB01,BTS
7098,IBRO01,BTS
7099,ICCE51,BTS
7100,ICON01,BTS
7101,IDGV51,BTS
7102,GVCE01,BTS
7142,GVTB01,BTS
7143,IECE01,BTS
7144,IGCE01,BTS
7145,IGRE01,BTS
7146,IGUA01,BTS
7147,IGUA02,BTS
7148,IHCE01,BTS
7149,IIMO01,BTS
7176,IJCE01,BTS
7177,ILCA01,BTS
7178,ILCE01,BTS
7179,IMCB01,BTS
7180,IMCE01,BTS
7181,NITE05,BTS
7189,NITE06,BTS
7190,NITE07,BTS
7191,IMMO01,BTS
7192,PBCE00,BTS
7193,PBCE01,BTS
7194,PBCE02,BTS
7195,PBNO01,BTS
7196,PBWO01,BTS
7197,PCBV01,BTS
7198,PCCN01,BTS
7199,PCCT01,BTS
7200,PCCT02,BTS
7201,PCJA01,BTS
7202,PCJB01,BTS
7203,PCJG01,BTS
7204,PCJM01,BTS
7205,PCJP01,BTS
7206,PCKM01,BTS
7207,PCLR01,BTS
7208,PCLR02,BTS
7209,PCMA01,BTS
7210,PCMM05,BTS
7211,PCPC01,BTS
7212,PCPL01,BTS
7213,PCRD01,BTS
7214,PCRD02,BTS
7215,PCRD03,BTS
7216,PCSC01,BTS
7217,PCSE01,BTS
7218,PCTP01,BTS
7219,PCTQ01,BTS
7220,IMMP01,BTS
7221,IMTR01,BTS
7244,YACF01,BTS
7245,YACP01,BTS
7246,YACT01,BTS
7247,YAYA00,BTS
7248,YAYA01,BTS
7323,YBRD01,BTS
7324,YBYB00,BTS
7325,YCCT01,BTS
7326,YDCT01,BTS
7327,YECT01,BTS
7328,YEYE00,BTS
7329,YEYE01,BTS
7330,YFCT02,BTS
7331,YGCT01,BTS
7332,YHCT01,BTS
7333,NITE08,BTS
7334,NITE09,BTS
7335,NITE11,BTS
7336,NITE12,BTS
7337,NITE13,BTS
7338,NITE14,BTS
7339,NITE15,BTS
7340,CPGZ29,BTS
7341,FNCC01,BTS
7342,GURX43,BTS
7343,MVPA04,BTS
7344,SLSPLP26,BTS
7345,NITE16,BTS
7346,NITE17,BTS
7347,NITE18,BTS
7348,NITE19,BTS
7349,NITE20,BTS
7350,NITE21,BTS
7351,NITE22,BTS
7352,NITE23,BTS
7353,NITE24,BTS
7354,NITE25,BTS
7355,NITE26,BTS
7356,NITE27,BTS
7357,NITE28,BTS
7409,NITE29,BTS
7410,NITE30,BTS
7411,NITE31,BTS
7412,NITE32,BTS
7413,NITE33,BTS
7414,NITE34,BTS
7415,NITE35,BTS
7416,NITE36,BTS
7417,NITE38,BTS
7418,NITE39,BTS
7419,NITE40,BTS
7420,NITE41,BTS
7421,NITE42,BTS
7422,NITE43,BTS
7423,NITE44,BTS
7424,NITE45,BTS
7425,NITE46,BTS
7468,NITE47,BTS
7469,NITE48,BTS
7470,NITE49,BTS
7471,NITE51,BTS
7472,NITE52,BTS
7473,NITE55,BTS
7474,NITE56,BTS
7475,ZSCT01,BTS
7476,SLDI01,BTS
7477,AMPN01,BTS
7478,AMSL01,BTS
7479,AMSP01,BTS
7480,AMVR01,BTS
7481,ANAJ01,BTS
7482,ANAN00,BTS
7483,ANAN01,BTS
7484,ANAN02,BTS
7485,ANAN03,BTS
7486,ANAN04,BTS
7487,ANAN05,BTS
7488,ANAN06,BTS
7489,ANAN07,BTS
7490,ANAN08,BTS
7491,ANAN09,BTS
7492,ANAN10,BTS
7493,ANAN11,BTS
7494,ANAN12,BTS
7495,ANAN13,BTS
7496,ANAN14,BTS
7497,ANAN15,BTS
7498,ANAN16,BTS
7499,ANAN17,BTS
7500,ANAN18,BTS
7501,ANAN19,BTS
7502,ANAN20,BTS
7503,ANAN21,BTS
7504,ANAN22,BTS
7505,ANAN23,BTS
7506,CLBJ02,BTS
7507,CLCL00,BTS
7508,CLCL01,BTS
7509,CLCL02,BTS
7510,CLCL03,BTS
7511,CLCL04,BTS
7512,CLCL05,BTS
7513,CLCL06,BTS
7514,CLKO02,BTS
7515,CLNO01,BTS
7516,CLSJ01,BTS
7517,CLVI01,BTS
7518,CLVT01,BTS
7519,CMAD00,BTS
7520,CMAD01,BTS
7521,CMAM00,BTS
7522,CMAS01,BTS
7523,CMAS02,BTS
7524,CMAS03,BTS
7525,CMAS05,BTS
7526,CMAS06,BTS
7527,CMBA01,BTS
7528,CMBN00,BTS
7529,CMJM00,BTS
7530,CPJP01,BTS
7531,CPJR02,BTS
7532,CPJS01,BTS
7533,CPJT01,BTS
7534,CPLO01,BTS
7535,CPMD01,BTS
7620,CPNA01,BTS
7621,CPNM01,BTS
7622,CPPJ01,BTS
7623,CPPP01,BTS
7624,CPPP02,BTS
7625,CPPR01,BTS
7626,CPPT01,BTS
7627,CPPU01,BTS
7628,CPQD01,BTS
7629,CPRA01,BTS
7630,CPSA01,BTS
7631,CPSB01,BTS
7632,CPSB02,BTS
7633,CPSB03,BTS
7634,CPSC01,BTS
7635,CPSI01,BTS
7636,CPSJ01,BTS
7637,CPSM01,BTS
7638,CPSO01,BTS
7639,CPSQ01,BTS
7640,CPSR01,BTS
7641,CPSS01,BTS
7642,CPSX01,BTS
7643,CPTI01,BTS
7644,CPTQ01,BTS
7645,CPTV02,BTS
7646,CPTV03,BTS
7647,CPVC01,BTS
7648,CPVG01,BTS
7649,SPCL05,BTS
7650,SPCL06,BTS
7651,SPCL07,BTS
7652,SPCL08,BTS
7653,SPCL09,BTS
7654,SPCL10,BTS
7655,SLED01,BTS
7656,SLFS01,BTS
7657,SJSD01,BTS
7658,SJSD05,BTS
7659,SJSM01,BTS
7667,SJSM02,BTS
7668,SJSX01,BTS
7669,SJUN01,BTS
7670,SJUN02,BTS
7671,SJUR49,BTS
7672,SJUR50,BTS
7673,SJVA01,BTS
7674,SJVA02,BTS
7675,SJVE01,BTS
7676,SJVG01,BTS
7677,SJVL01,BTS
7678,SJVL02,BTS
7679,SJVM01,BTS
7680,SJVP01,BTS
7681,SJVV01,BTS
7682,SJXR02,BTS
7683,SKCN01,BTS
7684,SACA01,BTS
7685,SACA02,BTS
7686,SACA03,BTS
7687,SACA04,BTS
7688,SACA05,BTS
7689,SACA06,BTS
7690,SACA07,BTS
7691,SACA08,BTS
7692,SACA09,BTS
7693,SACA10,BTS
7694,SACA11,BTS
7695,SACA13,BTS
7696,SACA14,BTS
7697,SACA15,BTS
7698,SACA16,BTS
7699,SACB01,BTS
7700,RTVR02,BTS
7701,RTVS01,BTS
7702,RTVT01,BTS
7703,RTVV01,BTS
7704,RTXT00,BTS
7705,RTXT01,BTS
7706,RUCT01,BTS
7707,RURU01,BTS
7708,STPP04,BTS
7709,NMBA01,BTS
7710,NMCT01,BTS
7711,NMMM01,BTS
7712,NMNM00,BTS
7713,NMNM01,BTS
7714,NMNM02,BTS
7715,NMRD03,BTS
7716,NNNN00,BTS
7717,NNNN01,BTS
7718,NOCT01,BTS
7729,NOLD01,BTS
7730,NONO00,BTS
7731,NONO01,BTS
7732,NOOB01,BTS
7733,NOPR02,BTS
7734,NOQS01,BTS
7735,NORM01,BTS
7736,NPCT01,BTS
7737,BIRI02,BTS
7738,RURU00,BTS
7739,RTJI01,BTS
7774,RRCT01,BTS
7775,RRNP01,BTS
7776,RRPS01,BTS
7777,RRRD01,BTS
7778,RRRR00,BTS
7779,RRRR02,BTS
7780,RRRS01,BTS
7781,RSRS00,BTS
7782,RTAM01,BTS
7783,RTCB02,BTS
7784,RTCE01,BTS
7785,RTCR01,BTS
7786,RTCR02,BTS
7787,RTCR03,BTS
7788,RTCT01,BTS
7789,RTCT02,BTS
7790,RTCT03,BTS
7791,RTCT05,BTS
7792,RTCT08,BTS
7793,RTJA01,BTS
7794,RTJC02,BTS
7795,RTJF01,BTS
7796,RTJG01,BTS
7798,TBST01,BTS
7799,RTAI01,BTS
7800,KORD01,BTS
7801,KPCT01,BTS
7802,KPKP00,BTS
7803,KPRD01,BTS
7804,KQKQ00,BTS
7805,KRKR00,BTS
7806,KRKR01,BTS
7807,KSCT01,BTS
7808,KSKS00,BTS
7809,KSKS01,BTS
7810,KTCT01,BTS
7811,KTKT01,BTS
7812,KTKT02,BTS
7851,KUKU00,BTS
7852,KUKU01,BTS
7853,KUKU02,BTS
7854,KVKV00,BTS
7855,KVRD01,BTS
7856,KVVF01,BTS
7857,KWKW00,BTS
7858,KXCT01,BTS
7859,KXKX00,BTS
7860,KYCT02,BTS
7861,KYKY00,BTS
7862,KZCT01,BTS
7863,KZCT02,BTS
7864,LADO01,BTS
7865,LAGO01,BTS
7866,LALA00,BTS
7867,LARD01,BTS
7868,LBCT01,BTS
7869,LBEA01,BTS
7870,LCCT02,BTS
7871,LCLC00,BTS
7872,LCLC01,BTS
7873,LDLD00,BTS
7874,LDLD01,BTS
7875,LDLD02,BTS
7876,LDLD03,BTS
7877,LDOS01,BTS
7878,LDRP01,BTS
7879,LEAN01,BTS
7880,LEAN02,BTS
7881,LFCT01,BTS
7882,LGCR00,BTS
7883,LGLG00,BTS
7884,LGLG01,BTS
7885,LGLG02,BTS
7886,LGLG04,BTS
7887,LGPA01,BTS
7888,LGPA02,BTS
7889,LGRD02,BTS
7890,LGSF00,BTS
7891,LGTV01,BTS
7892,LHCT01,BTS
7893,ATJA01,BTS
7894,ATJC01,BTS
7895,ATJI01,BTS
7896,ATJK00,BTS
7897,ATJL01,BTS
7898,ATJM01,BTS
7899,ATJP01,BTS
7900,ATMJ00,BTS
7941,ATPA01,BTS
7942,ATPD01,BTS
7943,SPPN12,BTS
7944,ATVH01,BTS
7945,ATZS01,BTS
7946,AUAS01,BTS
7947,AUAU00,BTS
7948,AUAU01,BTS
7949,AUAU02,BTS
7950,AUAU03,BTS
7951,AUAU04,BTS
7952,AUAU05,BTS
7953,AUCT01,BTS
7954,AUPA01,BTS
7955,AVAV00,BTS
7956,AVAV01,BTS
7957,AVAV02,BTS
7983,AVAV03,BTS
8022,AVBB01,BTS
8023,AVCT01,BTS
8024,AVEI01,BTS
8025,AVJE01,BTS
8026,AVOT01,BTS
8027,AVRD01,BTS
8028,AVRD02,BTS
8029,LHLH00,BTS
8030,LICT01,BTS
8031,LILI00,BTS
8032,LJLJ00,BTS
8033,LJLJ01,BTS
8034,LKCT01,BTS
8035,LLCT01,BTS
8036,LLLL00,BTS
8037,LMBD01,BTS
8038,LMBN01,BTS
8039,LMBN02,BTS
8040,LMCS01,BTS
8041,LMCT01,BTS
8042,LMER01,BTS
8043,LMER02,BTS
8044,LMER03,BTS
8045,LMER04,BTS
8047,LMJP01,BTS
8048,LMJP02,BTS
8049,LMJR01,BTS
8050,LMLM00,BTS
8051,LMLM01,BTS
8052,LMLM02,BTS
8053,LMLM03,BTS
8054,LMMC01,BTS
8055,LMNL02,BTS
8056,LMNS01,BTS
8057,LMPH01,BTS
