,CI_NAME,EQUIPTYPE
19259,CASA13,BTS
19260,CASA14,BTS
19261,CASA15,BTS
19262,CASA16,BTS
19263,CASA17,BTS
19264,CASA19,BTS
19265,CASA22,BTS
19266,CASA27,BTS
19267,CASA30,BTS
19268,CAVC01,BTS
19269,CAVG85,BTS
19270,CAWG01,BTS
19271,CBAR01,BTS
19310,CBRA01,BTS
19311,CBVC01,BTS
19312,CBVG32,BTS
19313,CCBH01,BTS
19314,CCGV01,BTS
19315,CCGV30,BTS
19316,CCIT01,BTS
19317,CCLG01,BTS
19318,CCSJ01,BTS
19319,GRVC02,BTS
19320,GRVE01,BTS
19321,GRVG74,BTS
19322,GRVI01,BTS
19323,GRVL01,BTS
19324,GRVM01,BTS
19325,GRVS01,BTS
19326,GTBG01,BTS
19327,GTBG12,BTS
19328,GTNG01,BTS
19329,GTPD01,BTS
19330,GTPD02,BTS
19331,GTRD01,BTS
19332,GTSJ01,BTS
19333,GTSJ02,BTS
19334,GTUR68,BTS
19335,GUIT01,BTS
19336,GURX01,BTS
19337,GURX02,BTS
19338,GURX04,BTS
19339,GURX05,BTS
19340,GURX06,BTS
19341,GURX07,BTS
19342,GURX08,BTS
19343,LRPR01,BTS
19344,LRPR02,BTS
19345,ACMO01,BTS
19346,ACTA01,BTS
19347,ACTU51,BTS
19348,ADCE01,BTS
19349,ADNO01,BTS
19350,ADRR01,BTS
19351,AFCH01,BTS
19352,AFCL01,BTS
19353,AGBR01,BTS
19354,AGOE01,BTS
19355,AGSP01,BTS
19356,AGSP02,BTS
19357,AGSP03,BTS
19358,AHCE01,BTS
19359,AICE01,BTS
19360,AIRV01,BTS
19361,AKCE51,BTS
19362,AKSR01,BTS
19363,ALCA01,BTS
19364,ALCE01,BTS
19365,ALEG01,BTS
19366,ALEG02,BTS
19367,LRUR69,BTS
19368,LRVC01,BTS
19369,NLCE01,BTS
19370,NLCE14,BTS
19371,NLCH07,BTS
19372,NLCR09,BTS
19373,GURX11,BTS
19374,GURX12,BTS
19408,GURX13,BTS
19409,GURX14,BTS
19410,GURX16,BTS
19411,AUSD01,BTS
19412,AMGU51,BTS
19413,AMRO01,BTS
19414,AMRO02,BTS
19415,ANCH01,BTS
19416,ANCH02,BTS
19417,ANCH03,BTS
19451,GURX18,BTS
19452,GURX25,BTS
19453,GURX30,BTS
19454,GURX39,BTS
19455,GURX52,BTS
19456,GVCA01,BTS
19457,GVCE19,BTS
19458,GVCS26,BTS
19459,GVPE03,BTS
19460,GVSA02,BTS
19461,GVST39,BTS
19462,GVVC22,BTS
19463,GVVV37,BTS
19464,GWCE01,BTS
19465,GXCE01,BTS
19466,GXVG19,BTS
19467,GXVH30,BTS
19468,GYCE01,BTS
19469,ANCH04,BTS
19470,ANCH05,BTS
19471,ANGL01,BTS
19472,ANGR01,BTS
19473,ANGR02,BTS
19474,ANGR03,BTS
19475,ANGR04,BTS
19476,ANGR05,BTS
19477,ANGR06,BTS
19478,ANGR07,BTS
19479,ANGR08,BTS
19480,ANGR10,BTS
19481,ANGR11,BTS
19482,ARLG01,BTS
19483,ARMA01,BTS
19484,ARMA02,BTS
19485,ARMA03,BTS
19486,ARMA04,BTS
19487,ARMA05,BTS
19488,ARMA06,BTS
19489,ARMA07,BTS
19490,ARMA08,BTS
19491,ARMA09,BTS
19492,ARMC01,BTS
19493,ARMO01,BTS
19494,ARPA01,BTS
19495,ARRC01,BTS
19496,ARVD01,BTS
19497,ASCE01,BTS
19498,ATCE01,BTS
19499,ATCH01,BTS
19500,ATIB01,BTS
19501,ATMD01,BTS
19502,ATOB01,BTS
19503,ATRN01,BTS
19504,ATVQ01,BTS
19505,AUCE01,BTS
19506,AUCO01,BTS
19507,AUES01,BTS
19508,AUMR01,BTS
19509,AUPL01,BTS
19510,AUPR01,BTS
19511,AURE01,BTS
19512,VVLH28,BTS
19513,VVLH29,BTS
19514,VVLH30,BTS
19515,VVLH31,BTS
19516,VVLH32,BTS
19517,VVLH33,BTS
19518,VVLH34,BTS
19519,VVLH35,BTS
19520,VEZR01,BTS
19521,SBAL04,BTS
19522,NLIN12,BTS
19523,NLIN13,BTS
19524,NLJC05,BTS
19525,NLMA08,BTS
19526,NLMT11,BTS
19527,NLRP10,BTS
19542,AARMW01,BTS
19543,ABAE10,BTS
19544,ACDMW03,BTS
19545,ACGO01,BTS
19546,ADDMW02,BTS
19548,AFSA01,BTS
19550,ALGMW05,BTS
19551,ALGMW06,BTS
19552,ALQMW01,BTS
19553,ALQMW02,BTS
19554,AMIOMW01,BTS
19556,ANIMW01,BTS
19557,ANIMW02,BTS
19570,ANXMW01,BTS
19571,APEMW01,BTS
19572,AACE02,BTS
19590,YBCT01,BTS
19591,YBJK01,BTS
19592,YGCN01,BTS
19593,YJCT01,BTS
19594,YKCN01,BTS
19595,YLCT01,BTS
19596,YMCE01,BTS
19597,YNCE01,BTS
19598,YOCN01,BTS
19599,YOCT01,BTS
19600,YTIT01,BTS
19601,YVCT01,BTS
19602,YXCT01,BTS
19603,ZACE01,BTS
19604,RJBG01,BTS
19605,RJBG03,BTS
19606,RJBG04,BTS
19607,RJBG05,BTS
19608,RJBG06,BTS
19609,RJBG07,BTS
19610,RJBG09,BTS
19649,RJBG10,BTS
19650,RJBG11,BTS
19651,RJBG13,BTS
19652,RJBG14,BTS
19653,TAGA18,BTS
19654,TAGA20,BTS
19655,TAGA21,BTS
19656,TAGA22,BTS
19657,TAGA23,BTS
19658,TAGA30,BTS
19659,TAGA33,BTS
19660,TAGA34,BTS
19661,TAGA51,BTS
19662,TAGA52,BTS
19663,TAGA61,BTS
19664,TAIT01,BTS
19665,TBAR01,BTS
19666,TBCE01,BTS
19667,TBCN01,BTS
19668,TBCN02,BTS
19669,TBCN03,BTS
19670,TBEI01,BTS
19671,TBES01,BTS
19672,TBIN01,BTS
19673,TBIN02,BTS
19674,TBJG01,BTS
19675,TBJN01,BTS
19684,TBMA01,BTS
19701,TBMC22,BTS
19702,TBMC24,BTS
19703,TBNE01,BTS
19704,TBPZ01,BTS
19705,TBQR01,BTS
19706,TBSL01,BTS
19707,TBSR01,BTS
19708,TBST02,BTS
19709,TBSZ01,BTS
19710,TBVC01,BTS
19711,MGTB03,BTS
19712,MGTB04,BTS
19713,MGTB05,BTS
19714,MGTB06,BTS
19715,MGTB07,BTS
19716,MGTB08,BTS
19717,MGTB10,BTS
19718,MHES02,BTS
19719,MHES51,BTS
19720,MHMG51,BTS
19721,MICE51,BTS
19722,MIMO01,BTS
19723,MIMR01,BTS
19724,MIPE01,BTS
19725,MIPE02,BTS
19726,MIPE03,BTS
19727,MIPE04,BTS
19728,MIPE05,BTS
19729,MIPE07,BTS
19730,MIRA01,BTS
19731,MIRA02,BTS
19732,MIRD01,BTS
19733,MJLD01,BTS
19734,MJVD01,BTS
19735,MKCE51,BTS
19736,MLMO01,BTS
19737,MMAC01,BTS
19738,MMAC02,BTS
19739,MNAR02,BTS
19740,MNAR03,BTS
19741,MNAR51,BTS
19742,MNIN51,BTS
19743,MOCA01,BTS
19744,MOCE01,BTS
19745,MOMA01,BTS
19746,MONT01,BTS
19747,MOOB01,BTS
19748,MOPC01,BTS
19749,MORG01,BTS
19750,MORU01,BTS
19751,MOSA01,BTS
19752,MQCE01,BTS
19753,MRBR01,BTS
19754,MRCA01,BTS
19755,MRCA02,BTS
19757,MRCA03,BTS
19758,MRCA04,BTS
19759,MRCA05,BTS
19760,MRCA06,BTS
19761,MRCA07,BTS
19762,MRCA08,BTS
19763,MRCA09,BTS
19764,MRCA10,BTS
19765,MRCA11,BTS
19766,MRCA12,BTS
19808,MRCA13,BTS
19809,TBVN01,BTS
19810,TBXB01,BTS
19811,TCCO01,BTS
19812,TCFS01,BTS
19813,TCFS02,BTS
19814,TCSS01,BTS
19815,TCVG05,BTS
19816,TCVG45,BTS
19817,TCVH16,BTS
19818,TDAG01,BTS
19819,TDAG02,BTS
19820,TDAG03,BTS
19821,TDFS01,BTS
19822,TDFS02,BTS
19823,TFIT01,BTS
19824,TFIT02,BTS
19825,TFIT03,BTS
19826,TFIT04,BTS
19827,TINH01,BTS
19828,TLMC01,BTS
19829,TLMC38,BTS
19830,TMBZ01,BTS
19831,TMMC28,BTS
19832,TMMC48,BTS
19833,TMPR01,BTS
19834,TMTM01,BTS
19835,TMUN01,BTS
19836,TNJF48,BTS
19837,TOGV04,BTS
19838,TOGV05,BTS
19839,TOGV23,BTS
19840,TOGV42,BTS
19841,MRCA14,BTS
19842,MRCA16,BTS
19843,MRCC01,BTS
19844,MRCJ01,BTS
19845,MRFR01,BTS
19846,MRFR02,BTS
19851,MROB01,BTS
19862,MRTZ01,BTS
19871,MRTZ02,BTS
19872,MRVC01,BTS
19873,MRVC02,BTS
19874,MSCE01,BTS
19875,MSID01,BTS
19876,MSOB01,BTS
19877,MSTR01,BTS
19878,MTCT01,BTS
19879,MTDC51,BTS
19880,MUCE01,BTS
19881,MUCI01,BTS
19882,MUEC01,BTS
19883,MUFR01,BTS
19884,MUME01,BTS
19885,MUQI01,BTS
19886,MVCE01,BTS
19887,MVMO01,BTS
19888,MWMO01,BTS
19889,MWMR01,BTS
19890,MXCE01,BTS
19891,MYCE51,BTS
19892,RYCT01,BTS
19893,RYRY00,BTS
19894,RZCT01,BTS
19895,RZRZ00,BTS
19896,RZRZ01,BTS
19897,SAAJ01,BTS
19898,SABI00,BTS
19899,SABI01,BTS
19900,SAOB01,BTS
19901,SASA01,BTS
19902,SASA02,BTS
19903,SBHA01,BTS
19904,SBSB00,BTS
19905,MZCE51,BTS
19932,NAGO02,BTS
19933,NAGO51,BTS
19934,NAOB01,BTS
19970,NBER01,BTS
19971,NELC01,BTS
19972,NELS01,BTS
19973,NERO01,BTS
19974,NFCE01,BTS
19975,NFRB01,BTS
19976,NFRB02,BTS
19977,NFRB03,BTS
19978,NFRB04,BTS
19979,NFRB05,BTS
19992,NFRB06,BTS
19993,NFRB07,BTS
19994,NFRB08,BTS
19995,NFRB09,BTS
19996,NFRB10,BTS
20005,NFRB11,BTS
20006,NFRB12,BTS
20007,NFRB13,BTS
20008,NFRB14,BTS
20009,NFRB16,BTS
20010,NFRB18,BTS
20011,NFRB20,BTS
20012,NFRB22,BTS
20013,SBSB01,BTS
20014,SBSB02,BTS
20015,SBSB03,BTS
20023,SCSC00,BTS
20024,SCSC01,BTS
20025,SCSC02,BTS
20026,SCSC03,BTS
20027,SCSC04,BTS
20028,SCSC05,BTS
20029,SDCT01,BTS
20030,SDFN01,BTS
20031,SDJI01,BTS
20032,SDJP01,BTS
20033,SDMR01,BTS
20034,SDNS01,BTS
20035,SDNS02,BTS
20036,SDOB01,BTS
20037,SDPS02,BTS
20038,SDRD01,BTS
20039,SDSA01,BTS
20040,SDSD00,BTS
20041,SDSD01,BTS
20042,SDSD02,BTS
20043,SDSD03,BTS
20045,QACE01,BTS
20046,QBCE01,BTS
20047,QBRF01,BTS
20048,QICE51,BTS
20049,QITO01,BTS
20050,QLMO01,BTS
20051,QNCE01,BTS
20052,QTCE01,BTS
20053,QUAT01,BTS
20054,QUCE01,BTS
20055,QUIS01,BTS
20056,QUIS02,BTS
20057,QUIS03,BTS
20058,QUIS04,BTS
20059,QUMD01,BTS
20060,QUMD02,BTS
20061,RADO01,BTS
20062,RAMO01,BTS
20063,RAZU01,BTS
20064,RBAN01,BTS
20065,RBCE01,BTS
20066,RBCE03,BTS
20067,RBIG01,BTS
20068,RBMO01,BTS
20069,RBOM01,BTS
20070,RBRM01,BTS
20071,PZCE01,BTS
20072,PZMO01,BTS
20073,RBTO01,BTS
20085,RJBT13,BTS
20086,RJBT15,BTS
20087,RJBT16,BTS
20088,RJBT17,BTS
20089,RJBT18,BTS
20090,RJBT19,BTS
20091,RJBT20,BTS
20092,RJBT21,BTS
20093,RJBT22,BTS
20094,RJBT23,BTS
20095,RJBT24,BTS
20096,RJBT25,BTS
20097,RJBT26,BTS
20098,RJBT27,BTS
20099,RJBT28,BTS
20100,RJBT30,BTS
20101,RJBT31,BTS
20102,RJBT32,BTS
20103,RJBT33,BTS
20104,RJBT36,BTS
20105,RJBT39,BTS
20107,RJBT40,BTS
20108,RJBT41,BTS
20109,VHAO02,BTS
20111,SLLR01,BTS
20112,SLLR02,BTS
20119,CTLA01,BTS
20120,CTLB01,BTS
20121,CTLC01,BTS
20122,CTLG01,BTS
20123,FNCS01,BTS
20124,FNCT01,BTS
20125,FNCT02,BTS
20126,FNCV01,BTS
20127,FNEB01,BTS
20128,FNET01,BTS
20129,FNFA01,BTS
20130,FNFI01,BTS
20131,FNFR01,BTS
20132,FNFS01,BTS
20133,FNFT01,BTS
20134,FNGB01,BTS
20135,FNHL01,BTS
20136,FNIB01,BTS
20137,FNIG01,BTS
20138,FNIG02,BTS
20139,FNIN01,BTS
20140,FNIT01,BTS
20141,FNJA01,BTS
20142,FNJG01,BTS
20143,FNJP01,BTS
20144,FNJR01,BTS
20145,FNKT01,BTS
20146,FNLC01,BTS
20147,FNLL01,BTS
20149,FNMA01,BTS
20150,FNMH01,BTS
20151,FNMM01,BTS
20152,FNMO01,BTS
20153,FNMP01,BTS
20154,FNMV01,BTS
20155,FNNJ01,BTS
20156,FNPB01,BTS
20157,FNPC01,BTS
20158,FNPG01,BTS
20159,FNPL01,BTS
20160,FNPM01,BTS
20161,FNPS01,BTS
20162,FNPT01,BTS
20163,FNRT01,BTS
20164,FNRV01,BTS
20165,FNSA01,BTS
20166,FNSB01,BTS
20167,FNSB02,BTS
20168,FNSF01,BTS
20169,FNSG01,BTS
20170,FNSI01,BTS
20171,FNSL01,BTS
20172,FNSQ01,BTS
20173,FNSS01,BTS
20174,FNST01,BTS
20175,FNTL01,BTS
20176,TAGA17,BTS
20177,VSVS03,BTS
20178,VSVS04,BTS
20179,VTCT01,BTS
20180,SGLO03,BTS
20181,SGLO04,BTS
20182,SGLO05,BTS
20183,SGLO06,BTS
20184,SGLO07,BTS
20185,SGLO08,BTS
20186,SGLO09,BTS
20187,SGLO10,BTS
20188,SGLO11,BTS
20189,SGLO12,BTS
20190,SGLO13,BTS
20191,SGLO14,BTS
20192,SGLO15,BTS
20193,SGLO16,BTS
20194,SGLO17,BTS
20195,SGLO18,BTS
20196,SGLO19,BTS
20197,SGLO20,BTS
20198,SGLO21,BTS
20199,SGLO22,BTS
20200,SGLO23,BTS
20201,SGLO24,BTS
20202,SGLO25,BTS
20203,SGLO26,BTS
20204,SGLO27,BTS
20205,SGLO28,BTS
20206,SGLO29,BTS
20207,SGLO30,BTS
20208,SGLO31,BTS
20209,SGLO32,BTS
20210,SGLO34,BTS
20211,SGLO35,BTS
20212,SGLO36,BTS
20213,SGLO38,BTS
20214,SGLO39,BTS
20215,SGLO40,BTS
20216,SGLO41,BTS
20217,SGLO42,BTS
20218,SGLO43,BTS
20219,SGLO44,BTS
20220,SGLO45,BTS
20222,SGLO46,BTS
20223,SGLO47,BTS
20224,SGPA01,BTS
20225,SHAR51,BTS
20226,SHMO01,BTS
20227,SHOR01,BTS
20228,SIBR01,BTS
20229,SICI01,BTS
20230,SIIV01,BTS
20231,SIMO01,BTS
20232,SINA01,BTS
20233,IOSU01,BTS
20234,IPLG01,BTS
20235,IPMO01,BTS
20236,IPPA02,BTS
20237,IPPA51,BTS
20238,IPUA01,BTS
20239,IRAO01,BTS
20240,IRCE01,BTS
20241,IRNP01,BTS
20242,IRNR01,BTS
20243,IRSU01,BTS
20244,IRUP01,BTS
20245,ISCE01,BTS
20246,ITAG01,BTS
20247,ITAG02,BTS
20248,ITAG03,BTS
20249,ITAG04,BTS
20250,ITAG05,BTS
20251,ITAG06,BTS
20252,ITAG13,BTS
20253,ITAP01,BTS
20254,ITAP02,BTS
20255,ITAT01,BTS
20256,ITAT02,BTS
20257,ITAT03,BTS
20258,ITAT04,BTS
20259,ITAT05,BTS
20260,ITAT06,BTS
20261,ITAV01,BTS
20262,ITAV02,BTS
20263,ITBO01,BTS
20264,ITBO02,BTS
20265,ITBO03,BTS
20266,ITBO04,BTS
20267,ITBO05,BTS
20268,ITBO06,BTS
20277,ITBO07,BTS
20314,ITBO08,BTS
20315,ITBO14,BTS
20316,RJIG29,BTS
20317,RJIG30,BTS
20318,RJJP01,BTS
20319,VHCT01,BTS
20320,SINI01,BTS
20321,SIOB01,BTS
20322,SISS01,BTS
20323,SJAE01,BTS
20324,SLER01,BTS
20325,SLER02,BTS
20326,SLER03,BTS
20327,SLER04,BTS
20328,SLER05,BTS
20329,SLER06,BTS
20330,SLER07,BTS
20331,SLER09,BTS
20332,SLER10,BTS
20333,SLER11,BTS
20334,SLER14,BTS
20335,SLER16,BTS
20336,CPGZ17,BTS
20337,CPGZ19,BTS
20338,CPGZ20,BTS
20339,CPGZ21,BTS
20340,CPGZ22,BTS
20341,CPGZ28,BTS
20342,CPGZ30,BTS
20343,CPGZ31,BTS
20344,SLOB01,BTS
20345,FNTP01,BTS
20346,FNTR01,BTS
20347,FNTS01,BTS
20348,FNUF01,BTS
20349,SLGD01,BTS
20350,CPGZ33,BTS
20351,CPGZ34,BTS
20352,CPGZ35,BTS
20353,CPMO01,BTS
20354,CQMO51,BTS
20355,CQNR01,BTS
20356,CRAP01,BTS
20357,CRCA01,BTS
20358,CRCM01,BTS
20359,CREI01,BTS
20360,CRMI01,BTS
20361,CRMM01,BTS
20362,CRMO01,BTS
20363,CRMO02,BTS
20364,CRMO03,BTS
20365,CRMV01,BTS
20366,CRPI01,BTS
20367,CRPP01,BTS
20368,CRPP02,BTS
20369,CRRM01,BTS
20370,CRRT01,BTS
20371,CRRV01,BTS
20372,CRSA01,BTS
20373,CRSL01,BTS
20374,CRSU01,BTS
20375,CSAD51,BTS
20376,CSAE51,BTS
20377,CSAN51,BTS
20378,CSAP51,BTS
20379,CSAU51,BTS
20380,CSCC01,BTS
20381,CSCF51,BTS
20382,CSCM01,BTS
20383,CSCN01,BTS
20384,CSCO51,BTS
20385,CPGZ18,BTS
20386,CSCU51,BTS
20387,CSCV02,BTS
20388,CSFO51,BTS
20389,CSFY51,BTS
20390,CSGO51,BTS
20391,CSIL51,BTS
20392,CSIT01,BTS
20393,CSJP02,BTS
20396,CSOB01,BTS
20398,CSPK51,BTS
20399,CSPN51,BTS
20400,FNVG01,BTS
20401,FNVK01,BTS
20402,FORM01,BTS
20403,FOZB16,BTS
20404,FOZB17,BTS
20405,FOZB21,BTS
20406,FOZB25,BTS
20407,FOZB52,BTS
20408,FOZB53,BTS
20409,FOZB54,BTS
20410,FOZB55,BTS
20411,FOZB56,BTS
20412,FOZB57,BTS
20413,FOZB58,BTS
20414,FOZB60,BTS
20415,FOZB61,BTS
20416,FOZB62,BTS
20417,FOZB63,BTS
20500,FOZB64,BTS
20501,FOZB65,BTS
20502,FOZB68,BTS
20503,FOZB69,BTS
20504,FOZB70,BTS
20505,FOZB72,BTS
20506,FOZB73,BTS
20507,FOZB74,BTS
20508,FOZB76,BTS
20509,FOZB78,BTS
20510,FOZB79,BTS
20511,FOZB80,BTS
20512,FOZB81,BTS
20513,FOZC51,BTS
20516,FOZC59,BTS
20517,FQCE01,BTS
20518,FRCE01,BTS
20519,FRCE02,BTS
20520,FRNA01,BTS
20521,FTMO01,BTS
20522,FUND01,BTS
20523,FUND02,BTS
20524,GUPI05,BTS
20525,GUPI06,BTS
20526,GUPI08,BTS
20527,GUPI09,BTS
20528,GUPI10,BTS
20529,GUPI11,BTS
20530,GUPI12,BTS
20531,GUPI13,BTS
20532,GURM01,BTS
20533,GUSC01,BTS
20534,GUSM01,BTS
20535,GUTR01,BTS
20536,VTRD01,BTS
20537,VTSO01,BTS
20538,VTTE00,BTS
20539,VTVT01,BTS
20540,ELEL00,BTS
20541,ELEL01,BTS
20542,EMCT01,BTS
20543,EMEM00,BTS
20544,EMEM01,BTS
20545,ENEN00,BTS
20546,ENEN01,BTS
20547,ENVI01,BTS
20548,EOCT01,BTS
20549,EOEO00,BTS
20550,EOEO01,BTS
20551,EPCT01,BTS
20552,EPCT02,BTS
20553,EPEP00,BTS
20554,EPRT01,BTS
20555,EQCT01,BTS
20556,ERCT01,BTS
20557,ERER00,BTS
20558,ESER00,BTS
20559,ZLZL00,BTS
20560,CBSM02,BTS
20561,CBSR01,BTS
20562,CBSU00,BTS
20563,CBSU01,BTS
20564,CBSU04,BTS
20565,CBTM56,BTS
20566,CBXI01,BTS
20567,CCAR01,BTS
20568,CCCC01,BTS
20569,CCCC02,BTS
20570,CCCC04,BTS
20571,CCCC05,BTS
20572,CCCC06,BTS
20573,CCCC07,BTS
20574,EUEU07,BTS
20575,EVCT01,BTS
20576,EVEV00,BTS
20577,EWCT01,BTS
20578,EWEW00,BTS
20579,EXCT01,BTS
20580,EXEX00,BTS
20581,EXEX01,BTS
20582,EXEX02,BTS
20681,EXEX03,BTS
20682,EXEX04,BTS
20683,EYCT01,BTS
20684,EYEY00,BTS
20685,EZCT01,BTS
20686,EZEZ00,BTS
20687,EZEZ01,BTS
20688,FAFA00,BTS
20689,FBCT01,BTS
20690,FBFB00,BTS
20691,FBFB02,BTS
20692,FCBS01,BTS
20693,RJJP02,BTS
20695,RJJP03,BTS
20696,RJJP04,BTS
20697,RJJP05,BTS
20698,RJJP06,BTS
20699,RJJP07,BTS
20700,RJJP08,BTS
20701,VUCT01,BTS
20702,VVCT02,BTS
20703,VWCT01,BTS
20704,VXCT02,BTS
20705,VYCT01,BTS
20706,VYVY00,BTS
20707,VZCT01,BTS
20708,VZRD01,BTS
20709,VZVZ00,BTS
20710,WACT01,BTS
20711,WBCT01,BTS
20712,WBWB00,BTS
20713,WCCT01,BTS
20714,WDCT01,BTS
20715,WEWE00,BTS
20716,WGCT01,BTS
20717,WHCT01,BTS
20718,WICT02,BTS
20719,WIWI00,BTS
20720,WIWI01,BTS
20721,WJRC01,BTS
20722,WJWJ00,BTS
20723,WJWJ01,BTS
20724,WLCT01,BTS
20725,WMWM00,BTS
20726,WNCT01,BTS
20727,WOWO00,BTS
20728,WPCT01,BTS
20729,WPWP00,BTS
20730,WRCT01,BTS
20753,WRWR00,BTS
20754,WSWS00,BTS
20755,WSWS01,BTS
20756,WSWS03,BTS
20757,WTCT01,BTS
20758,WTWT00,BTS
20759,WTWT01,BTS
20760,WUCT01,BTS
20761,WWCT01,BTS
20762,WWWW00,BTS
20763,WWWW01,BTS
20764,WXFR01,BTS
20765,WZCT01,BTS
20814,FCCA01,BTS
20815,FCCB01,BTS
20816,FCCS01,BTS
20817,FCCT01,BTS
20818,FCCT02,BTS
20819,FCDI01,BTS
20820,FCDI02,BTS
20821,FCJA01,BTS
20822,FCJB01,BTS
20823,FCJC01,BTS
20824,FCJD02,BTS
20825,FCJN01,BTS
20826,FCJP01,BTS
20827,FCJR01,BTS
20828,FCMV01,BTS
20829,FCPH01,BTS
20830,FCVA01,BTS
20831,FDCT01,BTS
20832,FDOB01,BTS
20833,RJJP09,BTS
20834,RJJP10,BTS
20835,RJJP11,BTS
20836,RJJP12,BTS
20837,RJJP13,BTS
20840,RJJP14,BTS
20841,RJJP15,BTS
20842,RJJP16,BTS
20843,RJJP17,BTS
20844,RJJP18,BTS
20845,RJJP19,BTS
20846,RJJP20,BTS
20847,RJJP22,BTS
20848,RJJP23,BTS
20849,RJJP24,BTS
20850,RJJP26,BTS
20851,RJJP29,BTS
20852,RJJP30,BTS
20853,RJJP31,BTS
20854,RJJP32,BTS
20855,RJJP33,BTS
20856,RJJP34,BTS
20857,RJJP35,BTS
20858,RJJP36,BTS
20859,RJJP37,BTS
20860,RJJP38,BTS
20861,RJJP40,BTS
20862,RJJP41,BTS
20863,RJJP42,BTS
20864,RJJP43,BTS
20865,RJJP48,BTS
20866,RJJP49,BTS
20867,RJJP50,BTS
20868,RJJP51,BTS
20869,RJJP52,BTS
20870,RJJP53,BTS
20871,RJJP54,BTS
20872,RJLG01,BTS
20873,RJLG02,BTS
20874,RJLG03,BTS
20875,RJLG04,BTS
20876,RJLG05,BTS
20877,RJLG06,BTS
20878,RJLG07,BTS
20879,RJLG08,BTS
20880,RJLG09,BTS
20881,RJLG10,BTS
20888,RJLG11,BTS
20889,RJLG12,BTS
20890,VIGI02,BTS
20891,SFCE01,BTS
20892,SFCL01,BTS
20893,SFDL01,BTS
20894,SFDL02,BTS
20895,SFDL03,BTS
20897,SFDL04,BTS
20898,SFED01,BTS
20899,SFIT01,BTS
20900,SFIT02,BTS
20901,SFIT03,BTS
20902,SFIT04,BTS
20903,SFIT05,BTS
20904,SFMO01,BTS
20905,SFTR01,BTS
20906,SKCE02,BTS
20907,CSPQ51,BTS
20908,CSQN01,BTS
20909,CSRL51,BTS
20910,CSSC51,BTS
20911,CSSF51,BTS
20912,CSSZ01,BTS
20913,CSTC51,BTS
20914,NBSM01,BTS
20915,NCCT01,BTS
20916,NCNC00,BTS
20917,NDCT01,BTS
20918,NDDT01,BTS
20919,NDIS01,BTS
20920,NDND00,BTS
20921,NDRD01,BTS
20922,NDRD03,BTS
20923,NDRD04,BTS
20924,NECT01,BTS
20925,NENE01,BTS
20926,NENE02,BTS
20927,NENE04,BTS
20928,NFNF00,BTS
20929,NFNF01,BTS
20930,NGCT01,BTS
20931,NGNG00,BTS
20932,NGRD01,BTS
20933,NGRD02,BTS
20934,NGRD03,BTS
20935,NHCT01,BTS
20936,NHCT02,BTS
20937,NHCT03,BTS
20956,NHNH00,BTS
20962,NINI00,BTS
20963,NJCT01,BTS
20964,NJNJ00,BTS
20965,NKCT01,BTS
20966,NKNK00,BTS
21050,SFUB01,BTS
21051,SFVG01,BTS
21052,SGCE01,BTS
21053,SGCT02,BTS
21054,SGCT51,BTS
21055,SGFR01,BTS
21056,SGLO01,BTS
21057,SGLO02,BTS
21058,SLBW01,BTS
21059,SLCE01,BTS
21060,ZIZI00,BTS
21061,ESER01,BTS
21062,ESJR01,BTS
21063,ESNT00,BTS
21064,ESNT01,BTS
21065,ESRD01,BTS
21066,ESTA00,BTS
21067,ETET00,BTS
21068,EUCT01,BTS
21069,EUEU00,BTS
21070,EUEU01,BTS
21071,EUEU02,BTS
21072,EUEU04,BTS
21073,EUEU05,BTS
21074,CSUO01,BTS
21075,CSZO51,BTS
21076,CTAB01,BTS
21077,CTAC01,BTS
21078,CTAF01,BTS
21079,CTAF10,BTS
21080,CTAH99,BTS
21081,CTAK01,BTS
21082,CTAL01,BTS
21083,CTAM01,BTS
21084,CTAN01,BTS
21085,CTAP01,BTS
21086,CTAQ01,BTS
21087,CTAS01,BTS
21088,CTAT01,BTS
21089,CTAV01,BTS
21090,CTAX01,BTS
21091,CTAX02,BTS
21092,CTBA01,BTS
21093,CTBB01,BTS
21094,CTBC01,BTS
21095,CTBE01,BTS
21096,CTBF01,BTS
21097,CTBG01,BTS
21098,CTBH01,BTS
21099,CTBI01,BTS
21100,CTBL01,BTS
21101,CTBN01,BTS
21102,CTBQ01,BTS
21103,CTBR01,BTS
21104,CTBS01,BTS
21105,CTBT01,BTS
21106,CTBV01,BTS
21107,CTCA01,BTS
21108,CTCB01,BTS
21109,CTCC01,BTS
21110,CTCD01,BTS
21111,CTCE01,BTS
21112,CTCF01,BTS
21113,CTCH01,BTS
21114,CTCI01,BTS
21115,CTCI02,BTS
21116,CTCI03,BTS
21117,CTCJ01,BTS
21118,CTCL01,BTS
21119,CTCN01,BTS
21120,CTCP01,BTS
21121,CTCR01,BTS
21122,CTCS01,BTS
21123,ZMCT01,BTS
21124,FECT02,BTS
21225,FEFE00,BTS
21226,FEFE01,BTS
21227,FENM01,BTS
21228,FERR01,BTS
21229,FFCT01,BTS
21230,FGFG00,BTS
21231,FGPT01,BTS
21232,FHFH00,BTS
21233,FICT01,BTS
21234,FJOA01,BTS
21235,FLAE01,BTS
21236,FLAE02,BTS
21237,FLAE03,BTS
