CI_NAME,EQUIPTYPE
3SLCGLD00,ENODEB
4GGOMOV4992,ENODEB
4GRJCIN5631,ENODEB
4GRJURC8053,ENODEB
4GRORMM4013,ENODEB
7NLAVAR03,ENODEB
7NLLGLL62,ENODEB
7NLSJOE01,ENODEB
7SLMOSQ05,ENODEB
NLBFRX01,ENODEB
NLBHNO15,ENODEB
NLBSA053,ENODEB
NLBTIM01,ENODEB
NLFCJC01,ENODEB
NLIPBH77,ENODEB
NLNVIG08,ENODEB
NLRJCE03,ENODEB
NLRTCR02,ENODEB
NLSGLO25,ENODEB
NLTSCE12,ENODEB
SLCPBX01,ENODEB
18PETEA0030,ENODEB
18RNMLU0004,ENODEB
18TOPMJ0006,ENODEB
18TOPMJ0096,ENODEB
3SLCGSJ00,ENODEB
4GGORVD4664,ENODEB
4GRJCTO5691,ENODEB
4GROMOV4999,ENODEB
7NLATIB01,ENODEB
7NLLGCE03,ENODEB
7NLSAFI01,ENODEB
7SLJPTB01,ENODEB
NLAJRB01,ENODEB
NLBHCE01,ENODEB
NLBHLE08,ENODEB
NLBHOE19,ENODEB
NLBSA101,ENODEB
NLBTIM13,ENODEB
NLCGMS50,ENODEB
NLCTHP01,ENODEB
MWE-SC-BCMS01-N1,MWE
MWE-SC-BCMT01-N1,MWE
MWE-SC-BCPL01-N1,MWE
NLCUJF51,ENODEB
NLFLJA01,ENODEB
NLRAPE00,ENODEB
NLRTEM03,ENODEB
NLSOCE04,ENODEB
SLRCCA05,ENODEB
18PRCSC0864,ENODEB
18RNPNA0046,ENODEB
18TOPMJ0011,ENODEB
18TOPMJ0107,ENODEB
3SLCIAN10,ENODEB
4GMABUT6918,ENODEB
4GRJHPO5999,ENODEB
7NLADMO01,ENODEB
7NLIRAT01,ENODEB
7NLPOAS36,ENODEB
7SLICOA08,ENODEB
NLBHCE24,ENODEB
NLBHLE17,ENODEB
NLBSA065,ENODEB
NLBTIM06,ENODEB
NLCGMS06,ENODEB
NLCTHO13,ENODEB
NLCTTL14,ENODEB
NLFLBJ01,ENODEB
NLLFUR36,ENODEB
NLQUMD11,ENODEB
NLRJJP09,ENODEB
NLSJMT12,ENODEB
NLVPCF02,ENODEB
SLGRCO01,ENODEB
SLPR007L,ENODEB
18PEPUI0524,ENODEB
18RNLSA0012,ENODEB
18TOPMJ0094,ENODEB
3GROPVO3084,ENODEB
4GBACAR5018,ENODEB
4GGOASL4664,ENODEB
4GRJCGR8069,ENODEB
4GRJTIJ8056,ENODEB
73SLCGSC00,ENODEB
73SLSMGA02,ENODEB
7NLCSLR12,ENODEB
7NLPOAS12,ENODEB
7SLBLMO08,ENODEB
NLABBH31,ENODEB
NLBFRX35,ENODEB
NLBHLE03,ENODEB
NLBHPA12,ENODEB
NLBSA518,ENODEB
NLBTIM16,ENODEB
NLCMPI01,ENODEB
NLCTJR12,ENODEB
NLFCJA01,ENODEB
NLIDJM01,ENODEB
NLRJBT33,ENODEB
NLSCRR04,ENODEB
NLTAGA37,ENODEB
SLBLMC60,ENODEB
SLSPMR37,ENODEB
18PRGRU0187,ENODEB
18RNRBR0002,ENODEB
18TOPMJ0031,ENODEB
4GACFJO4014,ENODEB
4GDFGAM4256.,ENODEB
4GMGGVS8326,ENODEB
4GRJVIS8027,ENODEB
4GRORMM4055,ENODEB
73SLIPCI00,ENODEB
7NLCEVG16,ENODEB
7NLPOAN19,ENODEB
NLBFRX32,ENODEB
NLBHLE02,ENODEB
NLBHPA15,ENODEB
NLCBMT69,ENODEB
NLCTCA11,ENODEB
NLCTSR02,ENODEB
NLFCJP01,ENODEB
NLJFFM01,ENODEB
NLRJCP08,ENODEB
NLRJPH01,ENODEB
NLRTCT03,ENODEB
NLSJMT10,ENODEB
18PRRBL0494,ENODEB
18SCCOA0625,ENODEB
18TOPMJ0041,ENODEB
4GGOASL4147,ENODEB
4GMTCZV4159,ENODEB
4GRJLEB8024,ENODEB
4GROJIP4073,ENODEB
73SLCRDV00,ENODEB
7NLBJSU01,ENODEB
7NLPOAN05,ENODEB
7NLXXCE01,ENODEB
NLBFRX08,ENODEB
NLBFRX21,ENODEB
NLBHCS42,ENODEB
PZX091,SMALL CELL
PZX092,SMALL CELL
PZX093,SMALL CELL
PZX094,SMALL CELL
PZX095,SMALL CELL
PZX096,SMALL CELL
PZX097,SMALL CELL
PZX101,SMALL CELL
PZX102,SMALL CELL
PZX103,SMALL CELL
PZX104,SMALL CELL
PZX105,SMALL CELL
PZX106,SMALL CELL
PZX107,SMALL CELL
PZX110,SMALL CELL
PZX111,SMALL CELL
PZX112,SMALL CELL
PZX113,SMALL CELL
PZX114,SMALL CELL
PZX118,SMALL CELL
PZX119,SMALL CELL
PZX120,SMALL CELL
PZX121,SMALL CELL
PZX122,SMALL CELL
PZX123,SMALL CELL
PZX124,SMALL CELL
NLBHPA07,ENODEB
NLBSA514,ENODEB
NLCIRA02,ENODEB
NLCVPK01,ENODEB
NLLNLN01,ENODEB
NLRJ100W,ENODEB
NLRNPA01,ENODEB
NLRTJF01,ENODEB
NLSOCH00,ENODEB
SLLDLT39,ENODEB
NLSJVR02,ENODEB
NLTBIN02,ENODEB
SLCPJF01,ENODEB
SLGRJF01,ENODEB
18NLBHCE07,ENODEB
18NLNPCT01,ENODEB
18NLNPDP02,ENODEB
NLMCVC01,ENODEB
NLMCVM02,ENODEB
NLBFRX05,ENODEB
NLBHCS20,ENODEB
NLBHNE17,ENODEB
NLBHOE10,ENODEB
NLBHPA16,ENODEB
NLCTPP08,ENODEB
NLIDMS03,ENODEB
NLRJBT20,ENODEB
NLRJCE13,ENODEB
NLRJCE68,ENODEB
NLRJME04,ENODEB
NLRJTJ38,ENODEB
NLSJMT19,ENODEB
NLSXFS02,ENODEB
SLGOX201,ENODEB
18NLLGUR73,ENODEB
NLAMDI01,ENODEB
NLAMJB01,ENODEB
NLBFRX14,ENODEB
NLBHLE04,ENODEB
NLBHNE12,ENODEB
NLBHNO04,ENODEB
NLBHOE11,ENODEB
NLBHOE12,ENODEB
NLBHOE20,ENODEB
NLBHVN03,ENODEB
NLBHVN04,ENODEB
NLFCCT02,ENODEB
NLITBO18,ENODEB
NLRJBF20,ENODEB
NLRJBT25,ENODEB
NLRJBT71,ENODEB
NLRJCE08,ENODEB
NLRJCG12,ENODEB
NLRJLG66,ENODEB
NLRJME01,ENODEB
NLSJMT01,ENODEB
NLSJMT11,ENODEB
NLSJMT13,ENODEB
NLVLFS02,ENODEB
SLCTCJ60,ENODEB
3SLCLLL24,ENODEB
7SLBLMI05,ENODEB
7SLBLMS07,ENODEB
18NLBGMB01,ENODEB
3SLCLLL69,ENODEB
3SLIPCI00,ENODEB
4GSPSJC5471,ENODEB
4GSPSJC5494,ENODEB
4GSPSJC5497,ENODEB
7NLMOLO01,ENODEB
7NLPOAS03,ENODEB
7NLPOAS14,ENODEB
7NLVAOR04,ENODEB
NLAJJS01,ENODEB
NLINNI01,ENODEB
NLNITE02,ENODEB
NLAJVP01,ENODEB
NLARMC01,ENODEB
NLBAX510,ENODEB
NLBFJA01,ENODEB
NLBHCE14,ENODEB
NLBHCE25,ENODEB
RJX069,SMALL CELL
RJX070,SMALL CELL
RJX071,SMALL CELL
RJX074,SMALL CELL
RJX075,SMALL CELL
RJX076,SMALL CELL
RJX077,SMALL CELL
RJX078,SMALL CELL
RJX079,SMALL CELL
RJX080,SMALL CELL
RJX081,SMALL CELL
RJX084,SMALL CELL
RJX085,SMALL CELL
RJX086,SMALL CELL
RJX087,SMALL CELL
RJX088,SMALL CELL
RJX090,SMALL CELL
RJX091,SMALL CELL
RJX092,SMALL CELL
RJX093,SMALL CELL
RJX094,SMALL CELL
RJX095,SMALL CELL
RJX096,SMALL CELL
RJX098,SMALL CELL
NLBHCE28,ENODEB
NLBHPA11,ENODEB
NLBHVN02,ENODEB
NLBNMC01,ENODEB
NLBTIM02,ENODEB
NLCBMT70,ENODEB
NLCECH00,ENODEB
NLCTNE01,ENODEB
NLCVCE01,ENODEB
NLDQCX59,ENODEB
NLFIZR02,ENODEB
NLFLMC02,ENODEB
NLFLPK01,ENODEB
NLGTCA01,ENODEB
NLIDMA01,ENODEB
NLIGUA03,ENODEB
NLKSMO01,ENODEB
NLLMER02,ENODEB
NLLMPN02,ENODEB
NLMASE01,ENODEB
NLMRTZ02,ENODEB
NLNGAR01,ENODEB
NLNVIG41,ENODEB
NLNVIG77,ENODEB
NLNVRS01,ENODEB
NLPPRS01,ENODEB
NLQUMD17,ENODEB
NLRJBT18,ENODEB
NLRJCE06,ENODEB
NLRJCE23,ENODEB
NLRJJP36,ENODEB
NLRJME21,ENODEB
NLRJPE33,ENODEB
NLRTCT07,ENODEB
NLRTJI01,ENODEB
NLRTJM01,ENODEB
NLSCQG04,ENODEB
NLSCRR05,ENODEB
NLSGLO57,ENODEB
NLSJMT15,ENODEB
NLSOAE00,ENODEB
NLSTLU01,ENODEB
NLTCFS01,ENODEB
NLTDAG03,ENODEB
NLTSJO01,ENODEB
NLVPMA04,ENODEB
NLXING01,ENODEB
18NLRJ017M,ENODEB
4GMGGVS3450,ENODEB
4GSPSJC5479,ENODEB
73SLCGMC00,ENODEB
7NLLINH01,ENODEB
7NLPOAN02,ENODEB
7NLPOAS19,ENODEB
7NLSTGS01,ENODEB
7SLMCSR04,ENODEB
PZX129,SMALL CELL
PZX130,SMALL CELL
PZX132,SMALL CELL
PZX170,SMALL CELL
PZX171,SMALL CELL
PZX172,SMALL CELL
PZX173,SMALL CELL
PZX174,SMALL CELL
PZX175,SMALL CELL
PZX205,SMALL CELL
PZX206,SMALL CELL
PZX209,SMALL CELL
PZX210,SMALL CELL
PZX211,SMALL CELL
PZX213,SMALL CELL
PZX214,SMALL CELL
PZX220,SMALL CELL
PZX225,SMALL CELL
PZX226,SMALL CELL
PZX227,SMALL CELL
PZX231,SMALL CELL
PZX232,SMALL CELL
PZX233,SMALL CELL
PZX234,SMALL CELL
NLAMIC01,ENODEB
NLANS101,ENODEB
NLBAGM03,ENODEB
NLBFRX20,ENODEB
NLBHCE12,ENODEB
NLRJBT54,ENODEB
PR5969,ENODEB
RS0366,ENODEB
SC003D,ENODEB
SC5097,ENODEB
SC5319,ENODEB
SC5359,ENODEB
SC5991,ENODEB
SLBLMC38,ENODEB
SLCGBV00,ENODEB
SLCGSC00,ENODEB
SLCRAM00,ENODEB
SLCRBV00,ENODEB
SLCRDV00,ENODEB
SLCRPT00,ENODEB
SLCRSL00,ENODEB
SLCT801CL,ENODEB
SLCTML60,ENODEB
SLCTPI60,ENODEB
SLGRCM25,ENODEB
SLIQJE01,ENODEB
SLIQPM01,ENODEB
SLMCCB03,ENODEB
SLMCPV08,ENODEB
SLMCUN03,ENODEB
SLOSCD06,ENODEB
SLOSVO05,ENODEB
SLPLSP01,ENODEB
SLPY1252,ENODEB
SLRCMA05,ENODEB
SLSAST01,ENODEB
SLSPCE28,ENODEB
SLSPJS46,ENODEB
SLSPLP47,ENODEB
SLSPVP13,ENODEB
SLSTJB01,ENODEB
SLTSPP09,ENODEB
NLFRBC01,ENODEB
NLLZAG20,ENODEB
NLSAIG19,ENODEB
SI2080,ENODEB
SLSPY996,ENODEB
NLCGMS43,ENODEB
SLRCIM09,ENODEB
3SLBGBG07,ENODEB
7NLCPDV24,ENODEB
NLBHCE19,ENODEB
NLBHCS18,ENODEB
NLBHNT04,ENODEB
NLBHPA17,ENODEB
NLBPIR23,ENODEB
NLBSA511,ENODEB
NLCBFR37,ENODEB
NLCGMS02,ENODEB
NLCTED01,ENODEB
NLCTTB03,ENODEB
NLFCCB01,ENODEB
NLFCPH01,ENODEB
NLFLJT03,ENODEB
NLFLPS06,ENODEB
NLFSCE60,ENODEB
NLIDJG02,ENODEB
NLIJIT01,ENODEB
NLLMBD01,ENODEB
NLLMVL01,ENODEB
NLMAGE24,ENODEB
NLMRBJ01,ENODEB
NLNLPL01,ENODEB
NLNLPL03,ENODEB
NLNVIG60,ENODEB
NLNVRS05,ENODEB
NLPLAA08,ENODEB
NLPYMO02,ENODEB
NLRJBT28,ENODEB
NLRJBT40,ENODEB
NLRJBT88,ENODEB
NLRJCP12,ENODEB
RJX099,SMALL CELL
RJX100,SMALL CELL
RJX101,SMALL CELL
RJX102,SMALL CELL
RJX138,SMALL CELL
RJX139,SMALL CELL
RJX140,SMALL CELL
RJX149,SMALL CELL
RJX150,SMALL CELL
RJX167,SMALL CELL
RJX168,SMALL CELL
RJX176,SMALL CELL
RJX177,SMALL CELL
RJX179,SMALL CELL
RJX180,SMALL CELL
RJX184,SMALL CELL
RJX194,SMALL CELL
RJX200,SMALL CELL
RJX201,SMALL CELL
RJX202,SMALL CELL
RJX203,SMALL CELL
RJX228,SMALL CELL
RJX229,SMALL CELL
RJX232,SMALL CELL
NLRJIG01,ENODEB
NLRJME11,ENODEB
NLRJSC01,ENODEB
NLRTCT01,ENODEB
NLRTJG01,ENODEB
NLRTPF01,ENODEB
NLSASS83,ENODEB
NLSCRR02,ENODEB
NLSGLO84,ENODEB
NLSGLO86,ENODEB
NLSJMT23,ENODEB
NLSZCE03,ENODEB
NLTBDU01,ENODEB
NLTERE30,ENODEB
NLURUR19,ENODEB
PR5089,ENODEB
RS0277,ENODEB
RS0348,ENODEB
SC003E,ENODEB
SC5189,ENODEB
SC5311,ENODEB
SC5415,ENODEB
7NLFSCE60,ENODEB
7NLGTIR05,ENODEB
7NLPOAC03,ENODEB
MWE-AM-AM0216-N1,MWE
7NLPOAN20,ENODEB
7NLZTAA01,ENODEB
7SLMCMN03,ENODEB
NLDOSS04,ENODEB
NLJZME02,ENODEB
SLMCSR05,ENODEB
SLPWPW21,ENODEB
SPARI015_CABINET,GABINETE
SPCUR041_CABINET,GABINETE
SPSAU007_CABINET,GABINETE
SPCRE017_CABINET,GABINETE
SPCRE019_CABINET,GABINETE
SPCRE020_CABINET,GABINETE
SPCRE021_CABINET,GABINETE
SPCRE022_CABINET,GABINETE
MWE-PR-PR1082-N1,MWE
MWE-PR-PR1195-N1,MWE
MWE-PR-PR1213-N1,MWE
MWE-PR-PR1215-N1,MWE
MWE-PR-PR1273-N2,MWE
MWE-PR-PR1276-N1,MWE
MWE-PR-PR1346-N1,MWE
MWE-PR-PR1352-N3,MWE
MWE-PR-PR1352-N5,MWE
MWE-PR-PR1370-N2,MWE
MWE-PR-PR1510-N2,MWE
MWE-PR-PR1511-N3-HW,MWE
MWE-PR-PR1513-N4,MWE
MWE-PR-PR1514-N2,MWE
MWE-PR-PR1518-N1,MWE
MWE-PR-PR1656-N1,MWE
MWE-PR-PR1695-N1,MWE
MWE-PR-PR1942-N2,MWE
MWE-PR-PR3001-N1,MWE
MWE-PR-PR3005-N1,MWE
BA4093,ENODEB
PA7301,ENODEB
SI3331,ENODEB
SI3362,ENODEB
SI6600,ENODEB
SI9660,ENODEB
SPCB14,ENODEB
SP2415,ENODEB
SP5625,ENODEB
SP1838,ENODEB
RR0135,ENODEB
BA4086,ENODEB
BA4009,ENODEB
BA4015,ENODEB
BA5281,ENODEB
MI1597,ENODEB
MG4249,ENODEB
BFRX09,ENODEB
NLRBOA12,ENODEB
NLSACB16,ENODEB
NLMNCE02,ENODEB
MS0671,ENODEB
BI1003,ENODEB
BI1006,ENODEB
BI1013,ENODEB
BI1029,ENODEB
BI1038,ENODEB
BI1048,ENODEB
BI1068,ENODEB
SLBAPC06,ENODEB
SLBARA03,ENODEB
SLCGCQ00,ENODEB
SLCPMY01,ENODEB
SLCPVI01,ENODEB
SLCRCE02,ENODEB
SLCRMN00,ENODEB
SLCRMN01,ENODEB
SLCRSR00,ENODEB
SLCTAM02,ENODEB
SLCTLT60,ENODEB
SLCTRR60,ENODEB
SLGRVC03,ENODEB
SLIQAD01,ENODEB
SLJNCD01,ENODEB
SLMCPR00,ENODEB
SLMCPV07,ENODEB
SLNTLN10,ENODEB
SLOSJE05,ENODEB
SLOSJO07,ENODEB
SLPR018L,ENODEB
SLRCBG14,ENODEB
SLRCIL03,ENODEB
SLSBJM06,ENODEB
SLSPCN12,ENODEB
SLSPIT20,ENODEB
SLSPPZ25,ENODEB
SLSPX435,ENODEB
SLSPX619,ENODEB
SLTSPP11,ENODEB
SLCPVY01,ENODEB
7SLJPMN02,ENODEB
RJ2329,ENODEB
RJ4223,ENODEB
SLCTLT18,ENODEB
3SLCGAB02,ENODEB
7NLJOCE01,ENODEB
7NLPOAS58,ENODEB
NLANZT01,ENODEB
NLDOSS01,ENODEB
NLDOSS06,ENODEB
NLIQRS01,ENODEB
SLJGPD07,ENODEB
SLRCBG35,ENODEB
SLVSEU01,ENODEB
BI1081,ENODEB
BI1085,ENODEB
BI1088,ENODEB
BI1105,ENODEB
RXX037,SMALL CELL
RXX038,SMALL CELL
RXX039,SMALL CELL
RXX040,SMALL CELL
RXX041,SMALL CELL
RXX042,SMALL CELL
RXX044,SMALL CELL
RXX045,SMALL CELL
BI1124,ENODEB
BI1144,ENODEB
BI1150,ENODEB
BI1161,ENODEB
BI1176,ENODEB
BI1180,ENODEB
BI1191,ENODEB
BI1196,ENODEB
BI1206,ENODEB
BI1213,ENODEB
BI1227,ENODEB
BI1243,ENODEB
BI1251,ENODEB
BI1263,ENODEB
BI1266,ENODEB
BI1286,ENODEB
BI1607,ENODEB
CY1235,ENODEB
CY1538,ENODEB
PR6024,ENODEB
RJ2419,ENODEB
RJ2465,ENODEB
RJ2634,ENODEB
RJ3087,ENODEB
SPRT06,ENODEB
SP1809,ENODEB
226486,ENODEB
226488,ENODEB
246491,ENODEB
246493,ENODEB
MWE-AM-AM0216-N2,MWE
MWE-AM-AM0216-N3,MWE
416400,ENODEB
416472,ENODEB
426402,ENODEB
426484,ENODEB
436476,ENODEB
446412,ENODEB
446497,ENODEB
456478,ENODEB
7SLJGPD01,ENODEB
7SLNTNP01,ENODEB
MCZC1_MG,ENODEB
MFJP2_SP,ENODEB
7SLBLMS11,ENODEB
BI1039,ENODEB
BI1044,ENODEB
BI1055,ENODEB
BI1079,ENODEB
BI1160,ENODEB
MG7139,ENODEB
PA0022,ENODEB
PA4705,ENODEB
SI3226,ENODEB
SI8188,ENODEB
SI9114,ENODEB
SI9254,ENODEB
TIJZ1_SP,ENODEB
MG7170,ENODEB
BA4008,ENODEB
BA4013,ENODEB
MG5218,ENODEB
SPAI09,ENODEB
7NLLJCE02,ENODEB
NLREDE02,ENODEB
7NLGLVO01,ENODEB
PR3113,ENODEB
BI1007,ENODEB
BI1010,ENODEB
BI1011,ENODEB
BI1015,ENODEB
BI1049,ENODEB
BI1057,ENODEB
BI1065,ENODEB
BI1073,ENODEB
BI1092,ENODEB
BI1099,ENODEB
BI1103,ENODEB
BI1118,ENODEB
BI1151,ENODEB
BI1155,ENODEB
BI1159,ENODEB
MWE-PR-PR3008-N3,MWE
MWE-PR-PR3011-N1,MWE
MWE-PR-PR3011-N2,MWE
MWE-PR-PR3014-N2,MWE
MWE-PR-PR3014-N4,MWE
MWE-PR-PR3016-N1,MWE
MWE-PR-PR3017-N2,MWE
MWE-PR-PR3965-N1-HW,MWE
MWE-PR-PR4001-N1,MWE
MWE-PR-PR5002-N1,MWE
MWE-PR-PR5098-N1,MWE
MWE-PR-PR5190-N2,MWE
MWE-PR-PR5440-N2,MWE
MWE-PR-PR5466-N2,MWE
MWE-PR-PR6533-T1-HW,MWE
MWE-PR-PUOF01-N1,MWE
MWE-PR-RLAB01-N3,MWE
MWE-PR-RLAB01-N4,MWE
MWE-RJ-ANGR02-N5,MWE
MWE-RJ-ANGR05-N6,MWE
MWE-RJ-ARJO01-N4,MWE
NVS-TIM01-HWS01,SDH
NVS-TIM01-HWW01,WDM
NVS-TIM01-HWW02,WDM
NZM-FRR01-HWS01,SDH
NZM-INT01-HWW01,WDM
OCO_MLK_M100101,SDH
OCO_MLK_M100102,SDH
OCO-CEF01-HWS01,SDH
OCO-CEF01-HWS03,SDH
OCO-CEF01-IHWS02,SDH
OK LNA_MET_M100401 IRÿ,SDH
OK SJC_MET_O150401 IRÿ,SDH
OLV_ROD01-HWW01,WDM
ORG-SBO01-HWW01,WDM
ORN-OQO01-HWW02,WDM
ORN-ROD01-HWW04,WDM
ORN-ROD01-HWW05,WDM
OSR_INT_OS1501,SDH
OSR-ROD01-HWW01,WDM
BI1172,ENODEB
BI1192,ENODEB
BI1194,ENODEB
BI1195,ENODEB
BI1202,ENODEB
BI1237,ENODEB
BI1241,ENODEB
BI1242,ENODEB
BI1248,ENODEB
BI1270,ENODEB
BI1281,ENODEB
BI1282,ENODEB
BI1293,ENODEB
CY1308,ENODEB
BI1162,ENODEB
BI1166,ENODEB
BI1167,ENODEB
BI1198,ENODEB
BI1204,ENODEB
BI1209,ENODEB
BI1220,ENODEB
BI1249,ENODEB
BI1255,ENODEB
BI1259,ENODEB
BI1260,ENODEB
BI1306,ENODEB
BI1336,ENODEB
BI1345,ENODEB
BI1349,ENODEB
BI1612,ENODEB
BI1616,ENODEB
BI1153,ENODEB
NLHRHR00,ENODEB
7SLBLMO23,ENODEB
BI1009,ENODEB
BI1025,ENODEB
BI1035,ENODEB
BI1289,ENODEB
SLRCCF05,ENODEB
7SLSLSN11,ENODEB
7SLSLSN06,ENODEB
436462,ENODEB
7NLPOAN33,ENODEB
7NLPOAN48,ENODEB
73SLCAME01,ENODEB
18NLBLMI06,ENODEB
BI1215,ENODEB
7SLCXCX01,ENODEB
7SLBLMO29,ENODEB
RS3377,ENODEB
BI1444,ENODEB
73SLCRUN00,ENODEB
7SLBLMC11,ENODEB
7SLBLMC20,ENODEB
7SLBLMC26,ENODEB
MG1788,ENODEB
7NLCOAS04,ENODEB
7SLSLSC19,ENODEB
CTRZ01,ENODEB
CY1449,ENODEB
CY1477,ENODEB
NITE66,ENODEB
RJPE76,ENODEB
NLCTIN20,ENODEB
MG4324,ENODEB
BI1351,ENODEB
NLNYNY01,ENODEB
CY1454,ENODEB
CY1463,ENODEB
RJ2420,ENODEB
RJ2435,ENODEB
RJ2437,ENODEB
RJ2475,ENODEB
246494,ENODEB
246495,ENODEB
426485,ENODEB
436403,ENODEB
436404,ENODEB
436461,ENODEB
486410,ENODEB
496481,ENODEB
496482,ENODEB
7SLBLMS24,ENODEB
AI2616,ENODEB
BI1000,ENODEB
BI1021,ENODEB
BI1034,ENODEB
BI1037,ENODEB
BI1080,ENODEB
BI1087,ENODEB
BI1125,ENODEB
BI1154,ENODEB
BI1168,ENODEB
BI1178,ENODEB
BI1190,ENODEB
BI1197,ENODEB
BI1225,ENODEB
BI1229,ENODEB
BI1246,ENODEB
BI1247,ENODEB
BI1265,ENODEB
BI1280,ENODEB
BI1291,ENODEB
BI1305,ENODEB
BI1355,ENODEB
BI1359,ENODEB
BI1416,ENODEB
BI1604,ENODEB
7SLARAR08,ENODEB
7SLSLSN04,ENODEB
7SLSLSN18,ENODEB
7SLSLSN14,ENODEB
7SLARAR05,ENODEB
SLSPIA25,ENODEB
446477,ENODEB
73SLCGSR00,ENODEB
BI1043,ENODEB
BI1053,ENODEB
BI1240,ENODEB
BI1252,ENODEB
7SLBLMC13,ENODEB
18RJLEB5696,ENODEB
18SCEVV0626,ENODEB
18TOPMJ0051,ENODEB
3SLCBSU05,ENODEB
4GGOASL4263,ENODEB
4GRJC07565,ENODEB
73SLCGLD00,ENODEB
73SLSMGA01,ENODEB
7SLBLMC15,ENODEB
7SLPWPW11,ENODEB
NLBFRX12,ENODEB
NLBHCE13,ENODEB
NLBHLE15,ENODEB
NLBSA059,ENODEB
NLBTIM04,ENODEB
NLCBMT71,ENODEB
NLCTCI19,ENODEB
NLCTTF05,ENODEB
NLFCJR01,ENODEB
NLJFJA05,ENODEB
NLPLAA09,ENODEB
NLRJIG04,ENODEB
NLRJSC02,ENODEB
NLRTCE01,ENODEB
NLRTVD02,ENODEB
NLSSSA01,ENODEB
SLRS028L,ENODEB
TBCE1_RJ,ENODEB
18PRFOZ0863,ENODEB
18RNPTB0031,ENODEB
18TOPMJ0021,ENODEB
18TOPMJ0109,ENODEB
4GBAC57144,ENODEB
4GDFGUR4123,ENODEB
4GMGSER1391,ENODEB
4GROJIP4003,ENODEB
73SLCAME02,ENODEB
PAC_TVT_M100101,SDH
PAC-TVT02-HWS01,SDH
PAE_ADI_OS0501,SDH
PAE_ADI_OS1501,SDH
PAE_ADI_OS1502,SDH
PAE_CAU_OS2501,SDH
NVMH-NVS01-HWW01,WDM
PAE_CEF1_IHWS01,SDH
PAE_CEN_M100103,SDH
PAE_CEN_M100104,SDH
PAE_CEN_M501601,SDH
PAE_CEN_OS7501,SDH
SPO-LAP01-HWS26,SDH
SPO-LAP01-HWS27,SDH
SPO-LAP01-HWS28,SDH
SPO-LAP01-HWS29,SDH
SPO-LAP01-HWS30,SDH
SPO-LAP01-HWS31,SDH
7NLBOSL01,ENODEB
7NLSMAR05,ENODEB
7SLPA04CW,ENODEB
NLBFRX10,ENODEB
NLBHOE31,ENODEB
NLBSA513,ENODEB
NLBTIM15,ENODEB
NLCLND11,ENODEB
NLCTJP10,ENODEB
NLFCBS01,ENODEB
NLGTIR20,ENODEB
NLLUPR01,ENODEB
NLRJBT12,ENODEB
NLRTCR01,ENODEB
NLRTVR02,ENODEB
NLSSYS06,ENODEB
SLNTCT01,ENODEB
NLPTUR22,ENODEB
SLSPX106,ENODEB
SLSPX187,ENODEB
SLSPX538,ENODEB
SLSPX277,ENODEB
SLSPY581,ENODEB
NLAGUR16,ENODEB
SLSPX620,ENODEB
NLAJFR02,ENODEB
SLSPX657,ENODEB
7NLMCEP01,ENODEB
NLABAB04,ENODEB
7NLPOAN06,ENODEB
SLRCUN03,ENODEB
4GMGDVL7350,ENODEB
4GMGDVL7364,ENODEB
PY5091,ENODEB
PE5091,ENODEB
SLSPX179,ENODEB
SLSPY322,ENODEB
NLLZAG16,ENODEB
SLSPAI26,ENODEB
SLBLMC46,ENODEB
SLBLMO22,ENODEB
7NLMCMO01,ENODEB
MS0703,ENODEB
SLMSAS04,ENODEB
SLPLNB00,ENODEB
7NLPOAC15,ENODEB
SLBLMN44,ENODEB
SLBLMC45,ENODEB
NLRJPS15,ENODEB
NLSOBD08,ENODEB
SC6062,ENODEB
73SLSLSL17,ENODEB
SLSPCB36,ENODEB
NLSRFS05,ENODEB
PZX235,SMALL CELL
PZX236,SMALL CELL
PZX237,SMALL CELL
PZX242,SMALL CELL
PZX243,SMALL CELL
PZX245,SMALL CELL
PZX247,SMALL CELL
PZX253,SMALL CELL
PZX254,SMALL CELL
PZX255,SMALL CELL
PZX256,SMALL CELL
PZX257,SMALL CELL
PZX258,SMALL CELL
PZX269,SMALL CELL
PZX270,SMALL CELL
PZX271,SMALL CELL
PZX272,SMALL CELL
PZX273,SMALL CELL
PZX274,SMALL CELL
PZX275,SMALL CELL
PZX276,SMALL CELL
PZX277,SMALL CELL
PZX288,SMALL CELL
PZX289,SMALL CELL
PZX290,SMALL CELL
PZX291,SMALL CELL
PZX300,SMALL CELL
NLSFSA16,ENODEB
NLBFRX30,ENODEB
NLFRMG12,ENODEB
7NLPOAN29,ENODEB
7NLVDSR01,ENODEB
7NLVGEM01,ENODEB
7NLSRAT01,ENODEB
7NLMIMR01,ENODEB
NLIBTE06,ENODEB
NLBVST24,ENODEB
NLDDSA04,ENODEB
7NLOUMO01,ENODEB
SLICOA21,ENODEB
NLBTIM36,ENODEB
SLDDJO10,ENODEB
SLRCHM00,ENODEB
7NLPOAN57,ENODEB
7NLPOAS01,ENODEB
7NLRLVC01,ENODEB
7NLJRNP01,ENODEB
NLBTIM28,ENODEB
7NLJBCE01,ENODEB
NLBVST10,ENODEB
RXX046,SMALL CELL
RXX053,SMALL CELL
RXX054,SMALL CELL
RXX056,SMALL CELL
RXX057,SMALL CELL
RXX058,SMALL CELL
RXX105,SMALL CELL
