CI_NAME,EQUIPTYPE
MWE-MG-DVCE01-Y6779-DIR-MG70889,MWE
MWE-MG-MG4255-Y6790-DIR-PTUR15,MWE
MWE-RS-PLTR24-P1542,MWE
MWE-BA-CGJZ01-Y8097-DIR-CGJZ02,MWE
MWE-SP-MGDI01-N1-HW,MWE
MWE-BA-BA1086-Y6961-NLSASS77,MWE
SWOTSPO0401,SWITCH
MWE-SP-CONC01-Y7559-DIR-SLCOPI02,MWE
MWE-PB-NLSDOB01-T1-NO,MWE
MWE-SC-FNCT01-T3-HW,MWE
ES5508,NODEB
SR-BGVR11,Single RAN
MWE-RS-SMAR04-N2-HW,MWE
MWE-RS-GTIR06-Y2957-MORG01,MWE
CGR-SSO01-NKW01,WDM
RGE-ALN01-NKW01,WDM
CIAN01,MWE
ES5514,NODEB
ES5515,NODEB
ES5516,NODEB
MGAB04,POP
ES5517,NODEB
MWE-BA-BRMMW01-Y3086-DIR-CIZMW1,MWE
MWE-BA-BXDMW01-Y40457-D-RYBMW01,MWE
MWE-BA-CNRMW01-Y40800-D-SUTMW01,MWE
MWE-MG-NLBHO53-T1-NO,MWE
MWE-MG-NLBTIM66-Y8486-DIR-MG1557,MWE
MWE-MG-NLJFCS71-T1-NO,MWE
MWE-MG-NLRNVZ06-Y8404-DIR-RNIA03,MWE
MWE-MG-NLURMB80-Y7390-DIR-URMB79,MWE
MWE-MG-OLDV27-Y8063-DIR-OLDV05,MWE
MWE-MG-PIDV38-Y8674-DIR-SMDV20,MWE
MWE-MG-RP79-Y8452-DIR-AMCL01,MWE
MWE-MG-SMDV20-Y8675-DIR-PIDV38,MWE
MWE-MG-URMB79-Y7391-DIR-NLURMB80,MWE
MWE-MS-CLAMW01-Y7320-DIR-PNBMW01,MWE
MWE-MT-GNA959-N1-NO,MWE
MWE-PA-PA2303-N2-SI,MWE
MWE-PA-SLVR01-N2-SI,MWE
MWE-PA-TAIL01-Y41501-DIR-MOJMW11,MWE
MWE-PB-CHCH00-N1-NO,MWE
MWE-PB-SLJPMG08-N1-NO,MWE
MWE-PE-PE1268-T1-NO,MWE
MWE-PE-SLRCIL04-T1-NO,MWE
MWE-PI-NLTSCI00-N1-NO,MWE
MWE-PI-TSCE01-T1-NO,MWE
MWE-PR-18NLTPTN51-Y7477-DIR-PR6099,MWE
MWE-PR-FOZB54-T2-HW,MWE
MWE-PR-GTFO01-Y8686-DIR-GTCO01,MWE
MWE-PR-PPPO01-N1-FU,MWE
MWE-PR-PR2206-T1-HW,MWE
MWE-RS-CODC01-T1-PE,MWE
MWE-RS-EIOR02-N1-HW,MWE
MWE-RS-ESTL01-N1-HW,MWE
MWE-RS-MWMR01-Y8809-DIR-RS2440,MWE
MWE-RS-PTAO01-N1-HW,MWE
MWE-RS-RS0346-Y7379-DIR-7NLPOAS44,MWE
MWE-RS-UGNMW02-Y7279-DIR-UGNMW1,MWE
MWE-SC-7NLLGLL19-T1-HW,MWE
MWE-SC-ALGS01-T1-HW,MWE
MWE-SC-AQVC01-N6-HW,MWE
MWE-SC-BCT101-T5-HW,MWE
MWE-Sc-BVCE01-T8-HW,MWE
MWE-SC-IAME01-Y6771-DIR-NVGV01,MWE
MWE-SC-LUCB99-Y8866-DIR-LUMO01,MWE
MWE-SC-LUMO01-Y8865-DIR-LUCB99,MWE
MWE-SC-SOIB01-N1-SI,MWE
MWE-SE-NLSCAR10-N1-SI,MWE
MWE-SP-3SLBUBC01-T1-SI,MWE
ES5518,NODEB
ES5519,NODEB
ES5520,NODEB
MWE-AL-MCPG00-N1-NE,MWE
MWE-AL-AL1602-N1-NO,MWE
MWE-AL-AL1604-T1-NO,MWE
MWE-BA-7NLIUIT02-T1-NO,MWE
MWE-BA-CDSA02-N1-NO,MWE
MWE-BA-NLCASA38-T1-NO,MWE
MWE-BA-NLFSCE91-T1-NO,MWE
MWE-MA-SLSC35-N1-NO,MWE
MWE-PB-JPDT01-N1-NO,MWE
MWE-PB-JPPS00-N1-NO,MWE
MWE-PB-JPVL02-N1-NO,MWE
MWE-PB-SLJPJA02-T1-NO,MWE
MWE-PI-NLTSCE18-T1-NO,MWE
MWE-PI-NLTSQJ01-T1-NO,MWE
MWE-PI-WWWW00-N1-NO,MWE
MWE-RN-PWPW05-N1-NO,MWE
MWE-RR-BVST16-N1-NO,MWE
MWE-RR-NLBVST67-T1-NO,MWE
MWE-BA-BA1166-Y7205-EXP,MWE
MWE-SP-NLAAJM01-Y7570-SI9607,MWE
ES5521,NODEB
ES5522,NODEB
ES5523,NODEB
ES5524,NODEB
ES5525,NODEB
ES5526,NODEB
ES5527,NODEB
ES5528,NODEB
ES5600,NODEB
RMACRJO-RJBF38-01,ROTEADOR
RMACRJO-RJPE47-01,ROTEADOR
BEP-BLCT01-HWW02,WDM
MCO-JCT01-HWW02,WDM
MOT-FER01-HWW03,WDM
SCC-FER01-HWW03,WDM
RMACRJO-RJ0077-01,ROTEADOR
RMACRJO-RJ0839-01,ROTEADOR
RMACRJO-RJBF19-01,ROTEADOR
RMACRJO-RJBF33-01,ROTEADOR
MWE-AL-PYPY00-T1-NO,MWE
MWE-MG-DVCE01-Y8876-DIR-7NLDVSW05,MWE
MWE-PR-PR54509-N1-ER,MWE
MWE-SC-NLIABR60-T1-HW,MWE
MWE-PR-PR5712-N1-HW,MWE
MWE-SC-NLIMVI10-T1-HW,MWE
MWE-MA-CAXI01-T1-NO,MWE
SWACBSA0105,SWITCH
MWE-SP-LSCT01-T1-ER,MWE
MWE-SP-NLRCJC01-T1-HW,MWE
MWE-SP-ODCT01-N1-ER,MWE
MWE-SP-SI9607-Y7571-DIR-NLAAJM01,MWE
MWE-SP-SJUN02-N1-HW,MWE
MWE-SP-SLIQJM01-N1-HW,MWE
MWE-SP-SLOSVJ04-T1-SI,MWE
MWE-SP-SLSPBV35-T1-HW,MWE
MWE-SP-SLSPIB99-T1-SI,MWE
MWE-SP-SLSPRE48-TI-NO,MWE
ES5601,NODEB
ES5602,NODEB
ES5603,NODEB
ES5604,NODEB
MWE-MG-NLBHLE31-T1-NO,MWE
MWE-MG-BHLE16-N1-NO,MWE
AC,Other
RR,Other
SE,Other
ES5605,NODEB
MWE-MG-INDBMW02-Y9108-4G-INRA91,MWE
RMACRJO-RJPE08-01,ROTEADOR
RMACSMI-SJMT16-01,ROTEADOR
MG,Other
RMACSPO-SP3717-01,ROTEADOR
MWE-BA-MNZMW01-Y8564-DIR-IEWMW02,MWE
RMACSPO-SPMN04-01,ROTEADOR
MWE-SP-AQJA02-Y7449-DIR-NLAQJA03,MWE
MWE-SP-FRCT01-N1-HW,MWE
RMACSPO-SPTT09-01,ROTEADOR
RMACSPO-SPTT11-01,ROTEADOR
RMACSPO-SPJH02-01,ROTEADOR
RMACSPO-SPTR02-01,ROTEADOR
IAI-ROD01-NKI01AG,ROTEADOR
MWE-MG-AGUR16-Y41337-ARIMW02,MWE
MWE-MG-ARIMW02-Y41338-AGUR16,MWE
BRTR-IPA01-NKI01AG,ROTEADOR
SPO03NHWLF07,NFVI SWITCH
SPO03CSRKHW001,NFVI SERVER
SPO03CSRKHW005,NFVI SERVER
SPO03CSRKHW014,NFVI SERVER
SPO03CSRKHW023,NFVI SERVER
MWE-BA-IEWMW01-Y41165-DI-ANIMW01,MWE
MWE-BA-MEOMW01-Y40232-D-CSOMW02,MWE
MWE-MG-JUPI03-T2,MWE
MWE-MG-SNVG94-N2-CGG,MWE
MWE-PR-CABB01-Y30882,MWE
MWE-PR-CTCC01-Y30008-DIR-PZ3224,MWE
MWE-PR-IRIMW01-T3,MWE
MWE-PR-PR5126-N1,MWE
MWE-RS-POAN23-Y2776-DIR-APAE01,MWE
MWE-SC-MSBMW01-Y31169,MWE
MWE-SC-SBCN01-T2,MWE
MWE-SC-SC5184-Y31195,MWE
MWE-SC-SCMW03-T1,MWE
ES5606,NODEB
RS3081,POP
SDHMW01,MWE
ES5613,NODEB
TN ERICSSON - CWCT01,MWE
BSLS07,BSC
BBLM18,BSC
MWE-PR-PR5002-N1-FU,MWE
CGPOMU_DMBLM1,MME
CGPOMU_DMRCE2,MME
CGPOMU_DMSNE3,MME
MWE-SE-NLARAT25-Y7130-ARAT05,MWE
ES5621,NODEB
ES5622,NODEB
MWE-CE-IOIO05-N1-CG,MWE
RMACNIU-RJ3053-01,ROTEADOR
RMACNIU-RJ3065-01,ROTEADOR
RMACRJO-RJBF10-01,ROTEADOR
RMACRJO-RJIG10-01,ROTEADOR
RMACDQX-RJ2768-01,ROTEADOR
RMACNIU-NVIG12-01,ROTEADOR
RMACSNE-SACM01-01,ROTEADOR
RMACSPO-SPCO12-01,ROTEADOR
JDG-GTA01-NKW01,WDM
PES-CBS01-HWP01,PTN
ES5631,NODEB
RS3681,NODEB
RS3682,NODEB
RS3691,NODEB
MWE-MG-SLBH17-Y41041-MG1798,MWE
MWE-MG-BTIM08-Y41434-RP02,MWE
MWE-SP-7NLYTCE02-T1-HW,MWE
MWE-SP-AQJA02-N1-SI,MWE
MWE-SP-AQJF01-N1-HW,MWE
MWE-SP-BPCT01-N1-HW,MWE
MWE-SP-CTJL03-Y7464-DIR-CTEF02,MWE
MWE-SP-DVNMW01-T1-ER,MWE
MWE-SP-LMERRP-T1-NO,MWE
MWE-SP-MAMM03-T1-HW,MWE
MWE-SP-NLAAJM01-T1-SI,MWE
MWE-SP-NLHTOO01-T1-HW,MWE
MWE-SP-PCVN01-N1-HW,MWE
MWE-SP-SAHU01 -Y7579-DIR-SLSAVB08,MWE
MWE-SP-SI7152-N1-SI,MWE
MWE-SP-SKCT01-N1-SI,MWE
MWE-SP-SLCOMS02-T1-SI,MWE
MWE-SP-SLEBJC03-Y7626-DIR-EBSM01,MWE
MWE-SP-SLGRVM02-Y7538-DIR-GRVM01,MWE
MWE-SP-SLSAHU01-N1-SI,MWE
MWE-SP-SLSPIB89-DIR-SLSPIB99,MWE
RS3692,NODEB
RS3711,NODEB
RS3712,NODEB
RS3713,NODEB
RS3714,NODEB
RS3731,NODEB
RS3732,NODEB
RS3733,NODEB
RS,Other
MWE-MG-4G-INRA91-Y9107-INDBMW02,MWE
MWE-RJ-CPGZ18-N4-HW,MWE
MWE-MG-LJBET01-Y8554-EXP,MWE
RMACSPO-SPIP03-01,ROTEADOR
RMACSMI-SJMT17-01,ROTEADOR
RMACSMI-RJ3322-01,ROTEADOR
MURE-JJO01-NKI01AG,ROTEADOR
RMACSPO-SPLB02-01,ROTEADOR
MWE-MG-MG1956-Y7214-TTBH35,MWE
MWE-MG-TTBH35-Y7215-MG1956,MWE
RTARBSA0201,ROTEADOR
RS3781,NODEB
RMACSPO-SP3715-01,ROTEADOR
MWE-MG-MCJR40-Y6425-7NLMCMP39,MWE
RMACSPO-SPCC06-01,ROTEADOR
MWE-RS-BGVR09-T3-HW,MWE
MWE-PA-TAIL01-Y7006-DIR-TLAMW03,MWE
MWE-SP-SP0623 -Y7587-DIR-SLSPIP15,MWE
MWE-BA-CGJZ02-Y8096-DIR-CGJZ01,MWE
RS3782,NODEB
RS3783,NODEB
MWE-SP-NLRCSB01-T1-HW,MWE
MWE-SP-SLSPSE43-T1-HW,MWE
MWE-SP-SPSM31-T2-HW,MWE
MWE-SP-SLBATM07-T1-HW,MWE
MWE-SP-WCCT01-N1-FU,MWE
MWE-SP-DUCT01-N1-FU,MWE
RS3786,NODEB
RS3811,NODEB
RS3911,NODEB
RS3941,NODEB
RS3951,NODEB
MWE-SC-LUCB99-Y6773-DIR-LUIT01,MWE
MWE-SP-SLSPCD31-Y7568-DIR-SP2303,MWE
MWE-NE-FLVZ01-N1-NO,MWE
SWACPAE0106,SWITCH
MWE-GO-GO0203-N1-NO,MWE
MWE-PE-SLPTPT13-T1-NO,MWE
MWE-SC-SLFNLL12-T1-HW,MWE
RMACRJO-RJSC10-01,ROTEADOR
RS4042,NODEB
MWE-MG-VCBH06-N1-NO,MWE
MWE-BA-NLSACB25-Y7358-DIR-BA1188,MWE
MWE-BA-BA1188-Y7359-DIR-NLSACB25,MWE
MWE-SC-SC5184-Y8830-LRMO01,MWE
MWE-PR-AUCO01-N1-SI,MWE
MWE-CE-NLFLCE23-Y6944-DIR-FLMN00,MWE
RS4301,NODEB
MWE-RS-MORG01-Y2956-GTIR06,MWE
MWE-SE-NLSCAR10-Y8206-SCAR01,MWE
PTA-VOO01-NKW01,WDM
ABA-TPA01-NKW01,WDM
MWE-SC-PLGE01-Y31174,MWE
MWE-SC-RONMW01-T3,MWE
RS4302,NODEB
RS4311,NODEB
RS4401,NODEB
RS4500,NODEB
PR3522,NODEB
BRCE20,BSC
BFLA14,BSC
MWE-PA-MRUD03-N1-NO,MWE
PR3523,NODEB
PR3524,NODEB
STS01NHPLF01,NFVI SERVER
SJC01CCRKNK004,NFVI SERVER
MWE-TO-4G-FLFTJ1-T1-NO,MWE
PR3525,NODEB
PR3527,NODEB
PR3528,NODEB
PR3530,NODEB
PR3531,NODEB
PR3532,NODEB
PR36CW,NODEB
PR3700,NODEB
PR3701,NODEB
DNM-EGL01-NKI01AG,ROTEADOR
PR3702,NODEB
PR3703,NODEB
PR3704,NODEB
BHE-BHCE68-THWP01,PTN
MCO-CSA01-HWP01,PTN
RCE-SFB01-HWP01,PTN
CAH-DQX01-HWP01,PTN
RJO-RJ0449-HWP01,PTN
BNU-ATS01-THWP01,PTN
CTA-PR3256-HWP01,PTN
OTO-OKT01-THWP01,PTN
TIO-MDF01-THWP01,PTN
BRE-SPX700-THWP01,PTN
SPO-BN254-HWP01,PTN
SPO-JFH01-THWP01,PTN
PR3705,NODEB
PR3706,NODEB
PR3707,NODEB
PR3708,NODEB
PR3710,NODEB
LDA01CCRENK004,NFVI SERVER
SR-REIG02,Single RAN
PR3711,NODEB
PR3713,NODEB
PR3715,NODEB
PR3717,NODEB
PR3718,NODEB
SPO-LAP01-HWW25,WDM
PR3720,NODEB
MWE-SP- SOJP01-Y20854-DIR-SORD02,MWE
MWE-SP-FVPD01-Y3908-DIR-FVPD03,MWE
MWE-RS-VAOR95-Y228-DIR-VAOR02,MWE
MWE-BA-RYBMW01-Y40334-DIR-YBCT01,MWE
RMACRJO-RJIG07-01,ROTEADOR
RMACRJO-RJIG17-01,ROTEADOR
MWE-BA-NLSASS74-Y6234-DIR-SASS07,MWE
MWE-RS-GAUR01-Y4573-ERER01,MWE
PR3721,NODEB
RMACSPO-SPSA07-01,ROTEADOR
MWE-GO-JVAG01-N1-SI,MWE
PR3723,NODEB
PR3725,NODEB
MWE-MG-IPBH39-N2-NE,MWE
PR3726,NODEB
MWE-BA-SACD28-N1-SI,MWE
RMACSPO-SPVF03-01,ROTEADOR
RMACRJO-RJPV05-01,ROTEADOR
PR3729,NODEB
PR3731,NODEB
PR3734,NODEB
MWE-SP-SPSE12-T2-HW,MWE
MWE-BA-7NLIJIT02-T1-NO,MWE
IIR-CLL01-NKI01AG,ROTEADOR
PR3735,NODEB
MWE-MG-BTIM08-Y41410-BTIM11,MWE
MWE-MG-CLBH10-Y41571-MG1821,MWE
DF-PTB-RAP-2003,Access Point
SP-PIS-RAP-1004,Access Point
RJ-PSC-SWT-B201,SWITCH
RJ-CEO-LAP-S0001,Access Point
PA-TSB-RAP-2005,Access Point
MG-TBH-RAP-0006,Access Point
MG-TBH-RAP-1803,Access Point
RJ-CEO-LAP-S0205,Access Point
RJ-CEO-LAP-S0505,Access Point
RJ-CEO-LAP-N0202,Access Point
RJ-CEO-LAP-N1209,Access Point
RJ-CEO-LAP-S0604,Access Point
RJ-CEO-LAP-N0203,Access Point
RJ-CEO-LAP-S0502,Access Point
RJ-CEO-LAP-S0606,Access Point
SP-SPO-RAP-LJ81,Access Point
RJ-TNG-RAP-1001,Access Point
MG-IPA-RAP-LJ01,Access Point
RJ-TNG-RAP-0006,Access Point
RJ-TNG-RAP-1004,Access Point
SP-PTL-RAP-0005,Access Point
PR3736,NODEB
PR3737,NODEB
PR3738,NODEB
MWE-SP-AQDI02-Y7451-DIR-NLAQJV01,MWE
172.16.8.5:SP-PTS-SWT-0002,SWITCH
MWE-RS-BGVR11-T2-HW,MWE
RMACSPO-SPTT07-01,ROTEADOR
PR3739,NODEB
MWE-RS-POAS77-N1,MWE
AMMNS_MSAN0033,MSAN
PR3741,NODEB
RMACSNE-LJSPO12-01,ROTEADOR
PR3742,NODEB
MWE-MG-MCMO01-Y41334-MCCN02,MWE
MWE-MS-NOQMW02-T1-NO,MWE
SPO03NHWLF05,NFVI SWITCH
SPO03CSRKHW002,NFVI SERVER
SPO03CSRKHW006,NFVI SERVER
SPO03CSRKHW008,NFVI SERVER
SPO03CSRKHW009,NFVI SERVER
SPO03CSRKHW010,NFVI SERVER
SPO03CSRKHW015,NFVI SERVER
SPO03CSRKHW016,NFVI SERVER
SPO03CSRKHW021,NFVI SERVER
SPO03CSRKHW024,NFVI SERVER
SPO03CSRKHW025,NFVI SERVER
SPO-CVO01-THWW16,WDM
PR3743,NODEB
STS01CCRKNK002,NFVI SERVER
STS01NHPLF02,NFVI SERVER
SJC01CCRKNK009,NFVI SERVER
SJC01CCRKNK010,NFVI SERVER
ES5641,NODEB
ES5642,NODEB
ES5643,NODEB
ES5651,NODEB
ES5652,NODEB
ES5653,NODEB
ES5661,NODEB
ES5662,NODEB
ES5663,NODEB
ES5664,NODEB
ES5665,NODEB
ES5666,NODEB
ES5667,NODEB
ES5668,NODEB
ES5669,NODEB
ES5670,NODEB
ES5672,NODEB
MWE-MG-IBTE05-Y8075-NLIBTE10,MWE
MWE-RS-CIOR02-Y8251-DIR-CIOR04,MWE
MWE-BA-CASA06-Y7731-DIR-NLCASA49,MWE
MWE-SC-CECE10-N1-FU,MWE
ES5690,NODEB
ES5691,NODEB
CGPOMU_DMBHE2,MME
CGPOMU_DMCTA2,MME
CGPOMU_DMRCE1,MME
CGPOMU_DMMNS1,MME
DVB-LRA01-NKW01,WDM
MWE-BA-NLMJSA09-Y8805-MJSA03,MWE
MWE-BA-MJSA03-Y8806-NLMJSA09,MWE
MWE-BA-RP010-Y7869-DIR-RECT01,MWE
MWE-SC-LGMO01-T5-HW,MWE
RMACSPO-SPVT02-01,ROTEADOR
MGBHE_MSAN0010,MSAN
MWE-AM-MNSL16-T1-NO,MWE
MWE-SP-CNAN01-P6307-DIR-SI9644,MWE
ES5693,NODEB
RMACNIU-NVIG14-01,ROTEADOR
RMACNIU-NVIG17-01,ROTEADOR
RMACNIU-NVIG28-01,ROTEADOR
RMACNIU-NVIG54-01,ROTEADOR
RMACNIU-RJ2308-01,ROTEADOR
RMACNIU-RJ3046-01,ROTEADOR
RMACNLP-NLPL02-01,ROTEADOR
RMACNLP-NLPL04-01,ROTEADOR
RMACNLP-NLPL05-01,ROTEADOR
RMACQMS-RJ3105-01,ROTEADOR
RMACQMS-RJ4677-01,ROTEADOR
RMACRJO-RJIG08-01,ROTEADOR
RMACRJO-RJIG16-01,ROTEADOR
RMACRJO-RJIG18-01,ROTEADOR
RMACRJO-RJIG27-01,ROTEADOR
RMACBERO-BFRX15-01,ROTEADOR
RMACBERO-RJ2639-01,ROTEADOR
RMACBERO-RJ2648-01,ROTEADOR
RMACMESQ-NVIG01-01,ROTEADOR
RMACMESQ-RJ3037-01,ROTEADOR
RMACMESQ-RJ3040-01,ROTEADOR
RMACMESQ-RJ3061-01,ROTEADOR
RMACNIU-NVIG07-01,ROTEADOR
RMACNIU-NVIG11-01,ROTEADOR
ES5701,NODEB
ES5703,NODEB
ES5704,NODEB
ES5705,NODEB
MWE-RR-BVST02-N3-NO,MWE
RMACRJO-RJ2319-01,ROTEADOR
RMACRJO-RJ1235-01,ROTEADOR
RMACSMI-SJMT12-01,ROTEADOR
RMACSMI-SJMT15-01,ROTEADOR
RMACDQX-DQCX27-01,ROTEADOR
RMACDQX-DQCX56-01,ROTEADOR
RMACDQX-DQCX15-01,ROTEADOR
RMACDQX-DQCX17-01,ROTEADOR
RMACRJO-RJJP34-01,ROTEADOR
RMACRJO-RJBG14-01,ROTEADOR
RMACRJO-RJJP49-01,ROTEADOR
RMACSPO-SPIB31-01,ROTEADOR
RMACBERO-BFRX10-01,ROTEADOR
RMACDQX-DQCX38-01,ROTEADOR
RMACBERO-BFRX12-01,ROTEADOR
RMACQMS-RJ3109-01,ROTEADOR
RMACSPO-SPJQ07-01,ROTEADOR
RMACSPO-SPJCS10-01,ROTEADOR
RMACSBO-SBST01-01,ROTEADOR
RMACSPO-SPBV06-01,ROTEADOR
MWE-SP-SP5614-N1,MWE
RMACRJO-RJ1043-01,ROTEADOR
RMACRJO-RJ0633-01,ROTEADOR
SP1510,NODEB
SP1511,NODEB
SP1512,NODEB
SP1513,NODEB
SP1515,NODEB
SP1516,NODEB
SP1517,NODEB
DFBSA_MSAN003,MSAN
SP1518,NODEB
SP1519,NODEB
SP1520,NODEB
JPA01NHWES01,NFVI SWITCH
GNA01CSBKHW004,NFVI SERVER
GNA01CSBKHW009,NFVI SERVER
GNA01CSBKHW016,NFVI SERVER
SNE01CSRKHW013,NFVI SERVER
SNE01CSRKHW018,NFVI SERVER
SNE01CSRKHW021,NFVI SERVER
SPO-BTJF01-DTS01,ROTEADOR
BHE-RPA04-THWP01,ROTEADOR
RS8081,NODEB
RS8091,NODEB
RS8101,NODEB
RS8111,NODEB
RS8121,NODEB
DFBSA_MSAN0068,MSAN
RMACCOA-COMS01-01,ROTEADOR
RS8131,NODEB
MWE-MG-BHCS43-Y41584-BHCS09,MWE
SC2008,NODEB
PR4300,NODEB
PR4310,NODEB
PR4320,NODEB
MWE-SP-SP1508-Y9068-SLSPMR56,MWE
PR4348,NODEB
PR4349,NODEB
PR4350,NODEB
PR4380,NODEB
PR4892,NODEB
PR4895,NODEB
PR4897,NODEB
PR5001,NODEB
PR5002,NODEB
PR5003,NODEB
CY2014,NODEB
MWE-MG-NLBHNO53-T1-NO,MWE
MWE-MG-CTNP23-N1-NO,MWE
MWE-MG-PSVG14-Y41573-PSOMW01,MWE
MWE-MG-STVMW02-Y41602-STVMW01,MWE
MWE-MG-MIIMW02-Y40822-MIIMW01,MWE
MWE-MG-MIIMW01-Y40823-MIIMW02,MWE
CY2015,NODEB
CY2017,NODEB
CY2112,NODEB
CY2550,NODEB
DASDASDFAS,NODEB
DF04CW,NODEB
MWE-MG-MG1938-Y41228-SZCE01,MWE
MWE-RR-NLBVST60-T1-NO,MWE
MWE-MG-BHNE04-Y41650-BHNE03,MWE
MWE-MG-BHLE13-Y41412-BHNE14,MWE
SR-PNLL01,Single RAN
MWE-MG-MIJF56-Y40824-MIIMW02,MWE
MWE-MG-OLDV27-Y8063-OLDV05,MWE
DF1615,NODEB
DF1618,NODEB
RMACSPO-SPSI01-01,ROTEADOR
DF2435,NODEB
DF2724,NODEB
DF2780,NODEB
MWE-PR-PR5705-T1-HW,MWE
MWE-RS-PUVR01-N1-HW,MWE
DF2929,NODEB
MWE-SP-NLLMBP01-Y7554-DIR-LMNL02,MWE
MWE-SP-LMNL02-Y7555-DIR-NLLMBP01,MWE
MWE-MG-NLUBUR62-Y8370-UBUR11,MWE
MWE-MG-UBUR11-Y8371-NLUBUR62,MWE
MWE-SC-NLTUEL65-T1-HW,MWE
MWE-MA-4G-TOBAJ1-T1-NO,MWE
DF2990,NODEB
CY1832,NODEB
PR5570,NODEB
RCE-LJSBV01-HWP01,PTN
BLM-PA0811-HWP01,PTN
MNS-BN100-HWP01,PTN
RSL-QNV01-THWP01,PTN
COA-SP5528-THWP01,PTN
SPO-GAS01-HWP01,PTN
SPO-JKK02-THWP01,PTN
SPO-VZA01-THWP01,PTN
UNA-RPO01-HWP01,PTN
PR5571,NODEB
PR5573,NODEB
PR5574,NODEB
SR-JVAR60,Single RAN
PR5575,NODEB
SR-JBXX02,Single RAN
PR5576,NODEB
PR5577,NODEB
PR5578,NODEB
PR5579,NODEB
PR5580,NODEB
PR5581,NODEB
RMACSPO-SPVA12-01,ROTEADOR
MWE-PR-PR5363-Y31280-DIR-PR070D,MWE
MWE-PI-NLTSIT05-T1-NO,MWE
MWE-BA-CASA06-Y7732-EXP,MWE
MWE-AP-AP0104-N1-NO,MWE
RMACRJO-RJPV10-01,ROTEADOR
RMACRJO-RJPV14-01,ROTEADOR
RMACRJO-RJIG12-01,ROTEADOR
RMACRJO-RJIG13-01,ROTEADOR
RMACNIU-NVIG13-01,ROTEADOR
RMACRJO-RJMD03-01,ROTEADOR
RMACRJO-RJMD19-01,ROTEADOR
RMACRJO-RJMD25-01,ROTEADOR
RMACSPO-SPIA03-01,ROTEADOR
JDS-JPR01-NKI01AG,ROTEADOR
PR5582,NODEB
PR5583,NODEB
MWE-SP-SLSPIB99-Y6472-SLSPIB89,MWE
MWE-GO-GTBG01-N1-SI,MWE
RMACSPO-SPVM19-01,ROTEADOR
RJO-FTS01-FHW01,WDM
RMACCOA-COJS01-01,ROTEADOR
MWE-MG-NLUBUR52-Y6824-UBUR03,MWE
PR5584,NODEB
PR5585,NODEB
AMM-JPI01-HWI01,ROTEADOR
PR5586,NODEB
PR5587,NODEB
PR5588,NODEB
BLM-WLAN01-HWI01AG,ROTEADOR
LOS-PMA01-NKI01AG,ROTEADOR
MWE-PR-PR067D-T2-HW,MWE
RMACBRE-BAAH08-01,ROTEADOR
RMACMAU-SP8431-01,ROTEADOR
RMACRJO-RJPV06-01,ROTEADOR
RMAGSPO-SPSG06-01,ROTEADOR
RMACRJO-RJ1225-01,ROTEADOR
PR5589,NODEB
RMACSPO-SPCC02-01,ROTEADOR
SPO-CPA01-THWW03,WDM
PR5590,NODEB
"

MWE-MG-NLLVVH19-T1-NO",MWE
MWE-SP-IAPN02-N1-ER,MWE
MWE-SP-YGCT01-Y20437-DIR-IGPMW01,MWE
MWE-PR-STAM01-Y31409-CQMO51,MWE
MWE-PR-GTFO01-T3-HW,MWE
MWE-SP-SPBV21-Y7791-DIR-EXP,MWE
MWE-PA-NLPAUR20-T1-NO,MWE
PR5591,NODEB
MWE-RS-7NLPRGR02-N2-HW,MWE
SNE01CSRKHW023,NFVI SERVER
GNA01NHWSL01,NFVI SWITCH
SNE01NHWLF07,NFVI SWITCH
SNE01NHWLF11,NFVI SWITCH
PR5593,NODEB
RMACSPO-SP3413-01,ROTEADOR
PR5594,NODEB
PR5595,NODEB
PR5596,NODEB
PR5597,NODEB
PR5598,NODEB
RJ3221,NODEB
RJ3222,NODEB
RJ3223,NODEB
RJ3224,NODEB
RJ3225,NODEB
RJ3227,NODEB
RJ3230,NODEB
RJ3231,NODEB
RJ3232,NODEB
RJ3234,NODEB
RJ3235,NODEB
RJ3238,NODEB
RJ3239,NODEB
RJ3240,NODEB
RJ3241,NODEB
RJ3242,NODEB
RJ3243,NODEB
RJ3244,NODEB
RJ3245,NODEB
RJ3246,NODEB
RJ3247,NODEB
RJ3257,NODEB
RJ3301,NODEB
JPA01NHWSL02,STORAGE
JPA01STHW01,STORAGE
RJ3302,NODEB
MWE-ES-CNAMW03-N2-HW,MWE
BSA01NHPBL01,NFVI SWITCH
FLA01CCRKNK006,NFVI SERVER
FLA01CCRKNK005,NFVI SERVER
FLA01CCRKNK003,NFVI SERVER
FLA01CCRENK007,NFVI SERVER
RJ3303,NODEB
RJ3304,NODEB
SC2935,NODEB
RJ3305,NODEB
RJ3306,NODEB
RJ3307,NODEB
NOA-ROD01-CSW01,WDM
MWE-SP-SP8325-T1-HW,MWE
MWE-RR-BVST05-T1-NO,MWE
MWE-RO-KLOO01-T1-NO,MWE
RJ3308,NODEB
RMACSBO-SBPC02-01,ROTEADOR
RJ3309,NODEB
MWE-MG-OLDV05-Y8062-OLDV27,MWE
MWE-MG-PCUR17-Y8111-PCUR76,MWE
MWE-RJ-CBFR03-T1-HW,MWE
MWE-RJ-MRCA10-N3-HW,MWE
